Trade number,Type,Date and time,Signal,Price JPY,Size (qty),Size (value),Net PnL JPY,Return %,Commission JPY,Favorable excursion JPY,Favorable excursion %,Adverse excursion JPY,Adverse excursion %,Cumulative PnL JPY,Cumulative PnL %,Duration (bars)
20,Exit short,2023-12-21 08:00,TP_OR_SL,142.991,0.7,99.9117,-0.18,-0.18,0,0.06,0.06,-0.18,-0.18,1.26,0.01,2
20,Entry short,2023-12-21 06:00,USDJPY_BODY_EXTREME,142.731,0.7,99.9117,-0.18,-0.18,0,0.06,0.06,-0.18,-0.18,1.26,0.01,2
21,Exit long,2024-01-03 09:00,TP_OR_SL,143.406,0.69,98.62515,0.32,0.33,0,0.32,0.33,-0.1,-0.10,1.59,0.02,3
21,Entry long,2024-01-03 06:00,USDJPY_BODY_EXTREME,142.935,0.69,98.62515,0.32,0.33,0,0.32,0.33,-0.1,-0.10,1.59,0.02,3
22,Exit long,2024-02-26 07:00,TP_OR_SL,150.574,0.66,99.4554,-0.08,-0.08,0,0.001,0.00,-0.08,-0.08,1.51,0.02,1
22,Entry long,2024-02-26 06:00,USDJPY_BODY_EXTREME,150.69,0.66,99.4554,-0.08,-0.08,0,0.001,0.00,-0.08,-0.08,1.51,0.02,1
23,Exit short,2024-05-02 10:00,TIME_EXIT,154.07,0.64,99.03488,0.43,0.43,0,0.45,0.45,-0.08,-0.08,1.94,0.02,3
23,Entry short,2024-05-02 07:00,USDJPY_BODY_EXTREME,154.742,0.64,99.03488,0.43,0.43,0,0.45,0.45,-0.08,-0.08,1.94,0.02,3
24,Exit long,2024-05-22 09:00,TP_OR_SL,156.456,0.63,98.64792,-0.08,-0.08,0,0.01,0.01,-0.08,-0.08,1.86,0.02,2
24,Entry long,2024-05-22 07:00,USDJPY_BODY_EXTREME,156.584,0.63,98.64792,-0.08,-0.08,0,0.01,0.01,-0.08,-0.08,1.86,0.02,2
25,Exit long,2024-06-17 10:00,TIME_EXIT,157.856,0.63,99.44424,0.01,0.01,0,0.07,0.07,-0.04,-0.04,1.87,0.02,3
25,Entry long,2024-06-17 07:00,USDJPY_BODY_EXTREME,157.848,0.63,99.44424,0.01,0.01,0,0.07,0.07,-0.04,-0.04,1.87,0.02,3
26,Exit short,2024-08-27 10:00,TIME_EXIT,144.256,0.69,99.72984,0.19,0.19,0,0.26,0.26,-0.05,-0.05,2.06,0.02,3
