Trade number,Type,Date and time,Signal,Price USD,Size (qty),Size (value),Net PnL USD,Return %,Commission USD,Favorable excursion USD,Favorable excursion %,Adverse excursion USD,Adverse excursion %,Cumulative PnL USD,Cumulative PnL %,Duration (bars)
79,Exit long,2023-10-06 08:00,A_LONDON_BO_LONG_EXIT,1.05398,1,1.05501,-0.001,-0.10,0,0.002,0.17,-0.001,-0.10,0.01,0.00,5
79,Entry long,2023-10-06 03:00,A_LONDON_BO_LONG,1.05501,1,1.05501,-0.001,-0.10,0,0.002,0.17,-0.001,-0.10,0.01,0.00,5
80,Exit long,2023-10-10 07:00,A_LONDON_BO_LONG_EXIT,1.05897,1,1.06044,-0.001,-0.14,0,0.001,0.07,-0.001,-0.14,0.01,0.00,3
80,Entry long,2023-10-10 04:00,A_LONDON_BO_LONG,1.06044,1,1.06044,-0.001,-0.14,0,0.001,0.07,-0.001,-0.14,0.01,0.00,3
81,Exit short,2023-10-13 08:00,A_LONDON_BO_SHORT_EXIT,1.05419,1,1.05294,-0.001,-0.12,0,0.002,0.15,-0.001,-0.12,0.01,0.00,3
81,Entry short,2023-10-13 05:00,A_LONDON_BO_SHORT,1.05294,1,1.05294,-0.001,-0.12,0,0.002,0.15,-0.001,-0.12,0.01,0.00,3
82,Exit long,2023-10-20 08:00,A_LONDON_BO_LONG_EXIT,1.05754,1,1.05877,-0.001,-0.12,0,0.001,0.11,-0.001,-0.12,0.01,0.00,4
82,Entry long,2023-10-20 04:00,A_LONDON_BO_LONG,1.05877,1,1.05877,-0.001,-0.12,0,0.001,0.11,-0.001,-0.12,0.01,0.00,4
83,Exit long,2023-10-23 10:00,A_LONDON_BO_LONG_EXIT,1.06186,1,1.05976,0.002,0.20,0,0.002,0.20,-0.001,-0.07,0.01,0.00,7
83,Entry long,2023-10-23 03:00,A_LONDON_BO_LONG,1.05976,1,1.05976,0.002,0.20,0,0.002,0.20,-0.001,-0.07,0.01,0.00,7
84,Exit short,2023-10-25 06:00,A_LONDON_BO_SHORT_EXIT,1.05658,1,1.05874,0.002,0.20,0,0.002,0.20,-0.001,-0.09,0.01,0.00,3
84,Entry short,2023-10-25 03:00,A_LONDON_BO_SHORT,1.05874,1,1.05874,0.002,0.20,0,0.002,0.20,-0.001,-0.09,0.01,0.00,3
