Trade number,Type,Date and time,Signal,Price JPY,Size (qty),Size (value),Net PnL JPY,Return %,Commission JPY,Favorable excursion JPY,Favorable excursion %,Adverse excursion JPY,Adverse excursion %,Cumulative PnL JPY,Cumulative PnL %,Duration (bars)
86,Entry long,2024-03-19 08:00,AUDJPY_1200_LONG,98.096,1,98.096,0.27,0.28,0,0.27,0.28,-0.01,-0.01,0.24,0.00,2
87,Exit long,2024-03-20 11:00,TIME_EXIT,99.011,1,98.948,0.06,0.06,0,0.08,0.08,-0.07,-0.07,0.3,0.00,3
87,Entry long,2024-03-20 08:00,AUDJPY_1200_LONG,98.948,1,98.948,0.06,0.06,0,0.08,0.08,-0.07,-0.07,0.3,0.00,3
88,Exit long,2024-03-26 09:00,TP_OR_SL,99.072,1,99.182,-0.11,-0.11,0,0.02,0.02,-0.11,-0.11,0.19,0.00,1
88,Entry long,2024-03-26 08:00,AUDJPY_1200_LONG,99.182,1,99.182,-0.11,-0.11,0,0.02,0.02,-0.11,-0.11,0.19,0.00,1
89,Exit long,2024-04-03 10:00,TP_OR_SL,99.146,1,98.948,0.2,0.20,0,0.2,0.20,-0.04,-0.04,0.39,0.00,2
89,Entry long,2024-04-03 08:00,AUDJPY_1200_LONG,98.948,1,98.948,0.2,0.20,0,0.2,0.20,-0.04,-0.04,0.39,0.00,2
90,Exit long,2024-04-04 11:00,TIME_EXIT,100.316,1,100.306,0.01,0.01,0,0.09,0.09,-0.11,-0.11,0.4,0.00,3
90,Entry long,2024-04-04 08:00,AUDJPY_1200_LONG,100.306,1,100.306,0.01,0.01,0,0.09,0.09,-0.11,-0.11,0.4,0.00,3
91,Exit long,2024-04-08 11:00,TIME_EXIT,100.198,1,100.125,0.07,0.07,0,0.2,0.20,0,0.00,0.47,0.00,3
91,Entry long,2024-04-08 08:00,AUDJPY_1200_LONG,100.125,1,100.125,0.07,0.07,0,0.2,0.20,0,0.00,0.47,0.00,3
92,Exit long,2024-04-09 10:00,TP_OR_SL,100.533,1,100.654,-0.12,-0.12,0,0.16,0.16,-0.12,-0.12,0.35,0.00,2
92,Entry long,2024-04-09 08:00,AUDJPY_1200_LONG,100.654,1,100.654,-0.12,-0.12,0,0.16,0.16,-0.12,-0.12,0.35,0.00,2
93,Exit long,2024-04-22 09:00,TP_OR_SL,99.465,1,99.62,-0.15,-0.16,0,0.003,0.00,-0.15,-0.16,0.19,0.00,1
93,Entry long,2024-04-22 08:00,AUDJPY_1200_LONG,99.62,1,99.62,-0.15,-0.16,0,0.003,0.00,-0.15,-0.16,0.19,0.00,1
94,Exit long,2024-04-23 09:00,TP_OR_SL,100.186,1,99.927,0.26,0.26,0,0.26,0.26,-0.05,-0.05,0.45,0.00,1
94,Entry long,2024-04-23 08:00,AUDJPY_1200_LONG,99.927,1,99.927,0.26,0.26,0,0.26,0.26,-0.05,-0.05,0.45,0.00,1
95,Exit long,2024-04-24 11:00,TP_OR_SL,100.509,1,100.65,-0.14,-0.14,0,0.11,0.11,-0.14,-0.14,0.31,0.00,3
95,Entry long,2024-04-24 08:00,AUDJPY_1200_LONG,100.65,1,100.65,-0.14,-0.14,0,0.11,0.11,-0.14,-0.14,0.31,0.00,3
96,Exit long,2024-04-26 11:00,TIME_EXIT,102.884,1,102.634,0.25,0.24,0,0.27,0.27,-0.09,-0.09,0.56,0.01,3
96,Entry long,2024-04-26 08:00,AUDJPY_1200_LONG,102.634,1,102.634,0.25,0.24,0,0.27,0.27,-0.09,-0.09,0.56,0.01,3
97,Exit long,2024-05-07 11:00,TIME_EXIT,102.136,1,102.202,-0.07,-0.06,0,0.05,0.05,-0.1,-0.10,0.5,0.00,3
97,Entry long,2024-05-07 08:00,AUDJPY_1200_LONG,102.202,1,102.202,-0.07,-0.06,0,0.05,0.05,-0.1,-0.10,0.5,0.00,3
98,Exit long,2024-05-08 11:00,TIME_EXIT,102.318,1,102.114,0.2,0.20,0,0.26,0.25,-0.02,-0.02,0.7,0.01,3
98,Entry long,2024-05-08 08:00,AUDJPY_1200_LONG,102.114,1,102.114,0.2,0.20,0,0.26,0.25,-0.02,-0.02,0.7,0.01,3
99,Exit long,2024-05-09 09:00,TP_OR_SL,102.67,1,102.806,-0.14,-0.13,0,0.02,0.02,-0.14,-0.13,0.56,0.01,1
99,Entry long,2024-05-09 08:00,AUDJPY_1200_LONG,102.806,1,102.806,-0.14,-0.13,0,0.02,0.02,-0.14,-0.13,0.56,0.01,1
100,Exit long,2024-05-10 10:00,TP_OR_SL,102.877,1,102.989,-0.11,-0.11,0,0.08,0.08,-0.11,-0.11,0.45,0.00,2
100,Entry long,2024-05-10 08:00,AUDJPY_1200_LONG,102.989,1,102.989,-0.11,-0.11,0,0.08,0.08,-0.11,-0.11,0.45,0.00,2
101,Exit long,2024-05-13 11:00,TIME_EXIT,103.228,1,103.15,0.08,0.08,0,0.11,0.11,-0.04,-0.04,0.53,0.01,3
101,Entry long,2024-05-13 08:00,AUDJPY_1200_LONG,103.15,1,103.15,0.08,0.08,0,0.11,0.11,-0.04,-0.04,0.53,0.01,3
102,Exit long,2024-05-14 09:00,TP_OR_SL,103.492,1,103.622,-0.13,-0.13,0,0.03,0.03,-0.13,-0.13,0.4,0.00,1
102,Entry long,2024-05-14 08:00,AUDJPY_1200_LONG,103.622,1,103.622,-0.13,-0.13,0,0.03,0.03,-0.13,-0.13,0.4,0.00,1
103,Exit long,2024-05-17 11:00,TIME_EXIT,103.981,1,103.79,0.19,0.18,0,0.27,0.26,-0.01,-0.01,0.59,0.01,3
103,Entry long,2024-05-17 08:00,AUDJPY_1200_LONG,103.79,1,103.79,0.19,0.18,0,0.27,0.26,-0.01,-0.01,0.59,0.01,3
104,Exit long,2024-05-21 09:00,TP_OR_SL,104.092,1,104.234,-0.14,-0.14,0,0.06,0.05,-0.14,-0.14,0.45,0.00,1
104,Entry long,2024-05-21 08:00,AUDJPY_1200_LONG,104.234,1,104.234,-0.14,-0.14,0,0.06,0.05,-0.14,-0.14,0.45,0.00,1
105,Exit long,2024-05-27 11:00,TIME_EXIT,104.436,1,104.284,0.15,0.15,0,0.17,0.16,-0.01,-0.01,0.6,0.01,3
105,Entry long,2024-05-27 08:00,AUDJPY_1200_LONG,104.284,1,104.284,0.15,0.15,0,0.17,0.16,-0.01,-0.01,0.6,0.01,3
106,Exit long,2024-05-28 10:00,TP_OR_SL,104.405,1,104.502,-0.1,-0.09,0,0.12,0.12,-0.1,-0.09,0.5,0.01,2
106,Entry long,2024-05-28 08:00,AUDJPY_1200_LONG,104.502,1,104.502,-0.1,-0.09,0,0.12,0.12,-0.1,-0.09,0.5,0.01,2
107,Exit long,2024-06-12 09:00,TP_OR_SL,104.29,1,104.443,-0.15,-0.15,0,0.02,0.02,-0.15,-0.15,0.35,0.00,1
107,Entry long,2024-06-12 08:00,AUDJPY_1200_LONG,104.443,1,104.443,-0.15,-0.15,0,0.02,0.02,-0.15,-0.15,0.35,0.00,1
108,Exit long,2024-06-19 11:00,TIME_EXIT,105.404,1,105.314,0.09,0.09,0,0.12,0.11,-0.04,-0.04,0.44,0.00,3
108,Entry long,2024-06-19 08:00,AUDJPY_1200_LONG,105.314,1,105.314,0.09,0.09,0,0.12,0.11,-0.04,-0.04,0.44,0.00,3
109,Exit long,2024-06-21 09:00,TP_OR_SL,105.726,1,105.863,-0.14,-0.13,0,0.05,0.04,-0.14,-0.13,0.3,0.00,1
109,Entry long,2024-06-21 08:00,AUDJPY_1200_LONG,105.863,1,105.863,-0.14,-0.13,0,0.05,0.04,-0.14,-0.13,0.3,0.00,1
110,Exit long,2024-06-28 10:00,TP_OR_SL,107.319,1,107.032,0.29,0.27,0,0.29,0.27,-0.11,-0.10,0.59,0.01,2
110,Entry long,2024-06-28 08:00,AUDJPY_1200_LONG,107.032,1,107.032,0.29,0.27,0,0.29,0.27,-0.11,-0.10,0.59,0.01,2
111,Exit long,2024-07-03 09:00,TP_OR_SL,108.307,1,108.072,0.24,0.22,0,0.24,0.22,-0.003,0.00,0.83,0.01,1
111,Entry long,2024-07-03 08:00,AUDJPY_1200_LONG,108.072,1,108.072,0.24,0.22,0,0.24,0.22,-0.003,0.00,0.83,0.01,1
112,Exit long,2024-07-05 11:00,TIME_EXIT,108.373,1,108.412,-0.04,-0.04,0,0.16,0.15,-0.08,-0.07,0.79,0.01,3
112,Entry long,2024-07-05 08:00,AUDJPY_1200_LONG,108.412,1,108.412,-0.04,-0.04,0,0.16,0.15,-0.08,-0.07,0.79,0.01,3
113,Exit long,2024-08-08 11:00,TIME_EXIT,96.773,1,96.321,0.45,0.47,0,0.68,0.71,-0.07,-0.07,1.24,0.01,3
113,Entry long,2024-08-08 08:00,AUDJPY_1200_LONG,96.321,1,96.321,0.45,0.47,0,0.68,0.71,-0.07,-0.07,1.24,0.01,3
114,Exit long,2024-08-12 09:00,TP_OR_SL,97.813,1,97.392,0.42,0.43,0,0.42,0.43,-0.03,-0.03,1.66,0.02,1
114,Entry long,2024-08-12 08:00,AUDJPY_1200_LONG,97.392,1,97.392,0.42,0.43,0,0.42,0.43,-0.03,-0.03,1.66,0.02,1
115,Exit long,2024-08-15 11:00,TIME_EXIT,98.714,1,98.428,0.29,0.29,0,0.38,0.39,-0.05,-0.05,1.95,0.02,3
115,Entry long,2024-08-15 08:00,AUDJPY_1200_LONG,98.428,1,98.428,0.29,0.29,0,0.38,0.39,-0.05,-0.05,1.95,0.02,3
116,Exit long,2024-08-29 09:00,TP_OR_SL,98.692,1,98.908,-0.22,-0.22,0,0.03,0.03,-0.22,-0.22,1.73,0.02,1
116,Entry long,2024-08-29 08:00,AUDJPY_1200_LONG,98.908,1,98.908,-0.22,-0.22,0,0.03,0.03,-0.22,-0.22,1.73,0.02,1
117,Exit long,2024-08-30 09:00,TP_OR_SL,98.642,1,98.811,-0.17,-0.17,0,0.01,0.01,-0.17,-0.17,1.56,0.02,1
117,Entry long,2024-08-30 08:00,AUDJPY_1200_LONG,98.811,1,98.811,-0.17,-0.17,0,0.01,0.01,-0.17,-0.17,1.56,0.02,1
118,Exit long,2024-09-02 11:00,TIME_EXIT,99.767,1,99.654,0.11,0.11,0,0.21,0.21,-0.11,-0.11,1.67,0.02,3
118,Entry long,2024-09-02 08:00,AUDJPY_1200_LONG,99.654,1,99.654,0.11,0.11,0,0.21,0.21,-0.11,-0.11,1.67,0.02,3
119,Exit long,2024-09-17 09:00,TP_OR_SL,95.539,1,95.158,0.38,0.40,0,0.38,0.40,-0.01,-0.01,2.06,0.02,1
119,Entry long,2024-09-17 08:00,AUDJPY_1200_LONG,95.158,1,95.158,0.38,0.40,0,0.38,0.40,-0.01,-0.01,2.06,0.02,1
120,Exit long,2024-09-18 10:00,TP_OR_SL,95.972,1,96.186,-0.21,-0.22,0,0.09,0.10,-0.21,-0.22,1.84,0.02,2
120,Entry long,2024-09-18 08:00,AUDJPY_1200_LONG,96.186,1,96.186,-0.21,-0.22,0,0.09,0.10,-0.21,-0.22,1.84,0.02,2
121,Exit long,2024-09-19 09:00,TP_OR_SL,97.543,1,97.852,-0.31,-0.32,0,0.01,0.01,-0.31,-0.32,1.53,0.02,1
121,Entry long,2024-09-19 08:00,AUDJPY_1200_LONG,97.852,1,97.852,-0.31,-0.32,0,0.01,0.01,-0.31,-0.32,1.53,0.02,1
122,Exit long,2024-09-20 11:00,TIME_EXIT,97.942,1,98.006,-0.06,-0.07,0,0.13,0.13,-0.29,-0.29,1.47,0.01,3
122,Entry long,2024-09-20 08:00,AUDJPY_1200_LONG,98.006,1,98.006,-0.06,-0.07,0,0.13,0.13,-0.29,-0.29,1.47,0.01,3
123,Exit long,2024-09-23 11:00,TIME_EXIT,98.326,1,98.31,0.02,0.02,0,0.41,0.42,-0.08,-0.08,1.48,0.01,3
123,Entry long,2024-09-23 08:00,AUDJPY_1200_LONG,98.31,1,98.31,0.02,0.02,0,0.41,0.42,-0.08,-0.08,1.48,0.01,3
124,Exit long,2024-09-26 11:00,TIME_EXIT,99.826,1,99.545,0.28,0.28,0,0.34,0.34,-0.23,-0.23,1.77,0.02,3
124,Entry long,2024-09-26 08:00,AUDJPY_1200_LONG,99.545,1,99.545,0.28,0.28,0,0.34,0.34,-0.23,-0.23,1.77,0.02,3
125,Exit long,2024-10-02 11:00,TIME_EXIT,100.696,1,100.222,0.47,0.47,0,0.55,0.55,-0.1,-0.10,2.24,0.02,3
125,Entry long,2024-10-02 08:00,AUDJPY_1200_LONG,100.222,1,100.222,0.47,0.47,0,0.55,0.55,-0.1,-0.10,2.24,0.02,3
126,Exit long,2024-10-04 11:00,TIME_EXIT,101.05,1,100.977,0.07,0.07,0,0.15,0.15,-0.17,-0.17,2.31,0.02,3
126,Entry long,2024-10-04 08:00,AUDJPY_1200_LONG,100.977,1,100.977,0.07,0.07,0,0.15,0.15,-0.17,-0.17,2.31,0.02,3
127,Exit long,2024-10-11 10:00,TP_OR_SL,100.715,1,100.36,0.36,0.35,0,0.36,0.35,-0.04,-0.04,2.67,0.03,2
127,Entry long,2024-10-11 08:00,AUDJPY_1200_LONG,100.36,1,100.36,0.36,0.35,0,0.36,0.35,-0.04,-0.04,2.67,0.03,2
128,Exit long,2024-10-22 11:00,TIME_EXIT,100.92,1,100.894,0.03,0.03,0,0.07,0.07,-0.15,-0.15,2.69,0.03,3
128,Entry long,2024-10-22 08:00,AUDJPY_1200_LONG,100.894,1,100.894,0.03,0.03,0,0.07,0.07,-0.15,-0.15,2.69,0.03,3
129,Exit long,2024-11-05 08:00,TP_OR_SL,100.718,1,100.875,-0.16,-0.16,0,0.03,0.03,-0.16,-0.16,2.54,0.03,1
129,Entry long,2024-11-05 07:00,AUDJPY_1200_LONG,100.875,1,100.875,-0.16,-0.16,0,0.03,0.03,-0.16,-0.16,2.54,0.03,1
130,Exit long,2024-11-07 10:00,TIME_EXIT,102.268,1,102.207,0.06,0.06,0,0.2,0.19,-0.07,-0.07,2.6,0.03,3
130,Entry long,2024-11-07 07:00,AUDJPY_1200_LONG,102.207,1,102.207,0.06,0.06,0,0.2,0.19,-0.07,-0.07,2.6,0.03,3
131,Exit long,2024-12-09 10:00,TP_OR_SL,97.646,1,97.192,0.45,0.47,0,0.45,0.47,-0.01,-0.01,3.05,0.03,3
131,Entry long,2024-12-09 07:00,AUDJPY_1200_LONG,97.192,1,97.192,0.45,0.47,0,0.45,0.47,-0.01,-0.01,3.05,0.03,3
132,Exit long,2024-12-10 08:00,TP_OR_SL,96.909,1,97.128,-0.22,-0.23,0,0.03,0.03,-0.22,-0.23,2.83,0.03,1
132,Entry long,2024-12-10 07:00,AUDJPY_1200_LONG,97.128,1,97.128,-0.22,-0.23,0,0.03,0.03,-0.22,-0.23,2.83,0.03,1
133,Exit long,2024-12-13 10:00,TP_OR_SL,97.731,1,97.924,-0.19,-0.20,0,0.04,0.04,-0.19,-0.20,2.64,0.03,3
133,Entry long,2024-12-13 07:00,AUDJPY_1200_LONG,97.924,1,97.924,-0.19,-0.20,0,0.04,0.04,-0.19,-0.20,2.64,0.03,3
134,Exit long,2024-12-19 10:00,TIME_EXIT,98.626,1,98.078,0.55,0.56,0,0.59,0.60,-0.2,-0.21,3.19,0.03,3
134,Entry long,2024-12-19 07:00,AUDJPY_1200_LONG,98.078,1,98.078,0.55,0.56,0,0.59,0.60,-0.2,-0.21,3.19,0.03,3
135,Exit long,2024-12-26 10:00,TIME_EXIT,98.265,1,98.136,0.13,0.13,0,0.21,0.21,0,0.00,3.32,0.03,3
135,Entry long,2024-12-26 07:00,AUDJPY_1200_LONG,98.136,1,98.136,0.13,0.13,0,0.21,0.21,0,0.00,3.32,0.03,3
136,Exit long,2025-01-03 10:00,TP_OR_SL,97.592,1,97.763,-0.17,-0.17,0,0.08,0.08,-0.17,-0.17,3.15,0.03,3
136,Entry long,2025-01-03 07:00,AUDJPY_1200_LONG,97.763,1,97.763,-0.17,-0.17,0,0.08,0.08,-0.17,-0.17,3.15,0.03,3
137,Exit long,2025-01-06 09:00,TP_OR_SL,98.387,1,98.594,-0.21,-0.21,0,0.05,0.05,-0.21,-0.21,2.94,0.03,2
137,Entry long,2025-01-06 07:00,AUDJPY_1200_LONG,98.594,1,98.594,-0.21,-0.21,0,0.05,0.05,-0.21,-0.21,2.94,0.03,2
138,Exit long,2025-01-20 08:00,TP_OR_SL,97.408,1,97.083,0.33,0.33,0,0.33,0.33,-0.06,-0.06,3.26,0.03,1
138,Entry long,2025-01-20 07:00,AUDJPY_1200_LONG,97.083,1,97.083,0.33,0.33,0,0.33,0.33,-0.06,-0.06,3.26,0.03,1
139,Exit long,2025-01-22 10:00,TIME_EXIT,98.096,1,97.938,0.16,0.16,0,0.17,0.17,-0.11,-0.11,3.42,0.03,3
139,Entry long,2025-01-22 07:00,AUDJPY_1200_LONG,97.938,1,97.938,0.16,0.16,0,0.17,0.17,-0.11,-0.11,3.42,0.03,3
140,Exit long,2025-01-24 10:00,TP_OR_SL,98.471,1,98.704,-0.23,-0.24,0,0.06,0.06,-0.23,-0.24,3.19,0.03,3
140,Entry long,2025-01-24 07:00,AUDJPY_1200_LONG,98.704,1,98.704,-0.23,-0.24,0,0.06,0.06,-0.23,-0.24,3.19,0.03,3
141,Exit long,2025-02-04 10:00,TIME_EXIT,96.65,1,96.452,0.2,0.21,0,0.25,0.26,-0.06,-0.06,3.39,0.03,3
141,Entry long,2025-02-04 07:00,AUDJPY_1200_LONG,96.452,1,96.452,0.2,0.21,0,0.25,0.26,-0.06,-0.06,3.39,0.03,3
142,Exit long,2025-02-11 10:00,TIME_EXIT,95.886,1,95.722,0.16,0.17,0,0.23,0.24,-0.13,-0.13,3.55,0.04,3
142,Entry long,2025-02-11 07:00,AUDJPY_1200_LONG,95.722,1,95.722,0.16,0.17,0,0.23,0.24,-0.13,-0.13,3.55,0.04,3
143,Exit long,2025-02-12 08:00,TP_OR_SL,96.235,1,96.416,-0.18,-0.19,0,0.14,0.15,-0.18,-0.19,3.37,0.03,1
143,Entry long,2025-02-12 07:00,AUDJPY_1200_LONG,96.416,1,96.416,-0.18,-0.19,0,0.14,0.15,-0.18,-0.19,3.37,0.03,1
144,Exit long,2025-02-14 08:00,TP_OR_SL,96.696,1,96.894,-0.2,-0.20,0,0.1,0.10,-0.2,-0.20,3.17,0.03,1
144,Entry long,2025-02-14 07:00,AUDJPY_1200_LONG,96.894,1,96.894,-0.2,-0.20,0,0.1,0.10,-0.2,-0.20,3.17,0.03,1
145,Exit long,2025-03-12 09:00,TP_OR_SL,93.477,1,93.727,-0.25,-0.27,0,0.11,0.12,-0.25,-0.27,2.92,0.03,1
145,Entry long,2025-03-12 08:00,AUDJPY_1200_LONG,93.727,1,93.727,-0.25,-0.27,0,0.11,0.12,-0.25,-0.27,2.92,0.03,1
146,Exit long,2025-03-14 10:00,TP_OR_SL,93.748,1,93.968,-0.22,-0.23,0,0.14,0.15,-0.22,-0.23,2.7,0.03,2
146,Entry long,2025-03-14 08:00,AUDJPY_1200_LONG,93.968,1,93.968,-0.22,-0.23,0,0.14,0.15,-0.22,-0.23,2.7,0.03,2
147,Exit long,2025-03-17 11:00,TIME_EXIT,94.68,1,94.452,0.23,0.24,0,0.36,0.38,-0.02,-0.02,2.93,0.03,3
147,Entry long,2025-03-17 08:00,AUDJPY_1200_LONG,94.452,1,94.452,0.23,0.24,0,0.36,0.38,-0.02,-0.02,2.93,0.03,3
148,Exit long,2025-03-25 10:00,TP_OR_SL,94.626,1,94.782,-0.16,-0.16,0,0.03,0.03,-0.16,-0.16,2.77,0.03,2
148,Entry long,2025-03-25 08:00,AUDJPY_1200_LONG,94.782,1,94.782,-0.16,-0.16,0,0.03,0.03,-0.16,-0.16,2.77,0.03,2
149,Exit long,2025-03-26 11:00,TIME_EXIT,95.007,1,94.976,0.03,0.03,0,0.22,0.23,-0.15,-0.15,2.8,0.03,3
149,Entry long,2025-03-26 08:00,AUDJPY_1200_LONG,94.976,1,94.976,0.03,0.03,0,0.22,0.23,-0.15,-0.15,2.8,0.03,3
150,Exit long,2025-03-28 10:00,TP_OR_SL,94.777,1,94.944,-0.17,-0.18,0,0.18,0.19,-0.17,-0.18,2.64,0.03,2
150,Entry long,2025-03-28 08:00,AUDJPY_1200_LONG,94.944,1,94.944,-0.17,-0.18,0,0.18,0.19,-0.17,-0.18,2.64,0.03,2
151,Exit long,2025-04-10 11:00,TP_OR_SL,89.35,1,89.914,-0.56,-0.63,0,0.46,0.51,-0.56,-0.63,2.07,0.02,3
151,Entry long,2025-04-10 08:00,AUDJPY_1200_LONG,89.914,1,89.914,-0.56,-0.63,0,0.46,0.51,-0.56,-0.63,2.07,0.02,3
152,Exit long,2025-04-15 11:00,TIME_EXIT,90.962,1,91.038,-0.08,-0.08,0,0.28,0.31,-0.23,-0.25,2,0.02,3
152,Entry long,2025-04-15 08:00,AUDJPY_1200_LONG,91.038,1,91.038,-0.08,-0.08,0,0.28,0.31,-0.23,-0.25,2,0.02,3
153,Exit long,2025-04-17 10:00,TP_OR_SL,90.561,1,90.804,-0.24,-0.27,0,0.09,0.10,-0.24,-0.27,1.75,0.02,2
153,Entry long,2025-04-17 08:00,AUDJPY_1200_LONG,90.804,1,90.804,-0.24,-0.27,0,0.09,0.10,-0.24,-0.27,1.75,0.02,2
154,Exit long,2025-05-01 11:00,TP_OR_SL,92.883,1,92.418,0.47,0.50,0,0.47,0.50,-0.12,-0.13,2.22,0.02,3
154,Entry long,2025-05-01 08:00,AUDJPY_1200_LONG,92.418,1,92.418,0.47,0.50,0,0.47,0.50,-0.12,-0.13,2.22,0.02,3
155,Exit long,2025-05-02 09:00,TP_OR_SL,92.995,1,93.23,-0.23,-0.25,0,0.02,0.02,-0.23,-0.25,1.98,0.02,1
155,Entry long,2025-05-02 08:00,AUDJPY_1200_LONG,93.23,1,93.23,-0.23,-0.25,0,0.02,0.02,-0.23,-0.25,1.98,0.02,1
156,Exit long,2025-05-08 11:00,TP_OR_SL,93.258,1,92.858,0.4,0.43,0,0.4,0.43,-0.1,-0.10,2.38,0.02,3
156,Entry long,2025-05-08 08:00,AUDJPY_1200_LONG,92.858,1,92.858,0.4,0.43,0,0.4,0.43,-0.1,-0.10,2.38,0.02,3
157,Exit long,2025-05-13 09:00,TP_OR_SL,94.95,1,95.157,-0.21,-0.22,0,0.001,0.00,-0.21,-0.22,2.18,0.02,1
157,Entry long,2025-05-13 08:00,AUDJPY_1200_LONG,95.157,1,95.157,-0.21,-0.22,0,0.001,0.00,-0.21,-0.22,2.18,0.02,1
158,Exit long,2025-05-26 10:00,TP_OR_SL,92.802,1,92.974,-0.17,-0.18,0,0.01,0.01,-0.17,-0.18,2.01,0.02,2
158,Entry long,2025-05-26 08:00,AUDJPY_1200_LONG,92.974,1,92.974,-0.17,-0.18,0,0.01,0.01,-0.17,-0.18,2.01,0.02,2
159,Exit long,2025-05-27 11:00,TIME_EXIT,92.923,1,92.974,-0.05,-0.05,0,0.13,0.14,-0.12,-0.13,1.95,0.02,3
159,Entry long,2025-05-27 08:00,AUDJPY_1200_LONG,92.974,1,92.974,-0.05,-0.05,0,0.13,0.14,-0.12,-0.13,1.95,0.02,3
160,Exit long,2025-06-05 11:00,TIME_EXIT,93.729,1,93.436,0.29,0.31,0,0.33,0.36,-0.16,-0.17,2.25,0.02,3
160,Entry long,2025-06-05 08:00,AUDJPY_1200_LONG,93.436,1,93.436,0.29,0.31,0,0.33,0.36,-0.16,-0.17,2.25,0.02,3
161,Exit long,2025-06-06 11:00,TIME_EXIT,94.096,1,93.885,0.21,0.22,0,0.22,0.23,-0.03,-0.03,2.46,0.02,3
161,Entry long,2025-06-06 08:00,AUDJPY_1200_LONG,93.885,1,93.885,0.21,0.22,0,0.22,0.23,-0.03,-0.03,2.46,0.02,3
162,Exit long,2025-06-09 11:00,TIME_EXIT,94.204,1,94.198,0.01,0.01,0,0.1,0.11,-0.09,-0.09,2.46,0.02,3
162,Entry long,2025-06-09 08:00,AUDJPY_1200_LONG,94.198,1,94.198,0.01,0.01,0,0.1,0.11,-0.09,-0.09,2.46,0.02,3
163,Exit long,2025-06-16 11:00,TIME_EXIT,94.192,1,94.06,0.13,0.14,0,0.17,0.18,-0.12,-0.12,2.6,0.03,3
163,Entry long,2025-06-16 08:00,AUDJPY_1200_LONG,94.06,1,94.06,0.13,0.14,0,0.17,0.18,-0.12,-0.12,2.6,0.03,3
164,Exit long,2025-06-20 09:00,TP_OR_SL,94.331,1,94.488,-0.16,-0.17,0,0.07,0.07,-0.16,-0.17,2.44,0.02,1
164,Entry long,2025-06-20 08:00,AUDJPY_1200_LONG,94.488,1,94.488,-0.16,-0.17,0,0.07,0.07,-0.16,-0.17,2.44,0.02,1
165,Exit long,2025-06-25 10:00,TP_OR_SL,94.539,1,94.69,-0.15,-0.16,0,0.06,0.07,-0.15,-0.16,2.29,0.02,2
165,Entry long,2025-06-25 08:00,AUDJPY_1200_LONG,94.69,1,94.69,-0.15,-0.16,0,0.06,0.07,-0.15,-0.16,2.29,0.02,2
166,Exit long,2025-07-03 10:00,TP_OR_SL,95.209,1,94.926,0.28,0.30,0,0.28,0.30,-0.06,-0.06,2.57,0.03,2
166,Entry long,2025-07-03 08:00,AUDJPY_1200_LONG,94.926,1,94.926,0.28,0.30,0,0.28,0.30,-0.06,-0.06,2.57,0.03,2
167,Exit long,2025-07-08 09:00,TP_OR_SL,95.751,1,95.945,-0.19,-0.20,0,0.01,0.01,-0.19,-0.20,2.38,0.02,1
167,Entry long,2025-07-08 08:00,AUDJPY_1200_LONG,95.945,1,95.945,-0.19,-0.20,0,0.01,0.01,-0.19,-0.20,2.38,0.02,1
168,Exit long,2025-07-10 11:00,TP_OR_SL,96.212,1,95.937,0.28,0.29,0,0.28,0.29,-0.05,-0.06,2.65,0.03,3
168,Entry long,2025-07-10 08:00,AUDJPY_1200_LONG,95.937,1,95.937,0.28,0.29,0,0.28,0.29,-0.05,-0.06,2.65,0.03,3
169,Exit long,2025-07-11 10:00,TP_OR_SL,97.023,1,96.7,0.32,0.33,0,0.32,0.33,-0.03,-0.03,2.98,0.03,2
169,Entry long,2025-07-11 08:00,AUDJPY_1200_LONG,96.7,1,96.7,0.32,0.33,0,0.32,0.33,-0.03,-0.03,2.98,0.03,2
170,Exit long,2025-07-15 10:00,TP_OR_SL,97.039,1,97.188,-0.15,-0.15,0,0.25,0.25,-0.15,-0.15,2.83,0.03,2
170,Entry long,2025-07-15 08:00,AUDJPY_1200_LONG,97.188,1,97.188,-0.15,-0.15,0,0.25,0.25,-0.15,-0.15,2.83,0.03,2
171,Exit long,2025-08-18 10:00,TP_OR_SL,96.023,1,96.132,-0.11,-0.11,0,0.07,0.08,-0.11,-0.11,2.72,0.03,2
171,Entry long,2025-08-18 08:00,AUDJPY_1200_LONG,96.132,1,96.132,-0.11,-0.11,0,0.07,0.08,-0.11,-0.11,2.72,0.03,2
172,Exit long,2025-08-22 10:00,TP_OR_SL,95.359,1,95.492,-0.13,-0.14,0,0.09,0.10,-0.13,-0.14,2.58,0.03,2
172,Entry long,2025-08-22 08:00,AUDJPY_1200_LONG,95.492,1,95.492,-0.13,-0.14,0,0.09,0.10,-0.13,-0.14,2.58,0.03,2
173,Exit long,2025-08-25 11:00,TP_OR_SL,95.925,1,95.681,0.24,0.26,0,0.24,0.26,-0.005,-0.01,2.83,0.03,3
173,Entry long,2025-08-25 08:00,AUDJPY_1200_LONG,95.681,1,95.681,0.24,0.26,0,0.24,0.26,-0.005,-0.01,2.83,0.03,3
174,Exit long,2025-08-26 11:00,TIME_EXIT,95.72,1,95.702,0.02,0.02,0,0.14,0.15,-0.05,-0.06,2.85,0.03,3
174,Entry long,2025-08-26 08:00,AUDJPY_1200_LONG,95.702,1,95.702,0.02,0.02,0,0.14,0.15,-0.05,-0.06,2.85,0.03,3
