Trade number,Type,Date and time,Signal,Price USD,Size (qty),Size (value),Net PnL USD,Return %,Commission USD,Favorable excursion USD,Favorable excursion %,Adverse excursion USD,Adverse excursion %,Cumulative PnL USD,Cumulative PnL %,Duration (bars)
82,Entry long,2025-11-12 06:00,NZDUSD_1100_LONG,0.56574,1,0.56574,0.0002,0.03,0,0.001,0.16,-0.0001,-0.02,0.03,0.00,3
83,Exit long,2025-12-03 09:00,TP_OR_SL,0.57433,1,0.57505,-0.001,-0.13,0,0.001,0.12,-0.001,-0.13,0.03,0.00,3
83,Entry long,2025-12-03 06:00,NZDUSD_1100_LONG,0.57505,1,0.57505,-0.001,-0.13,0,0.001,0.12,-0.001,-0.13,0.03,0.00,3
84,Exit long,2025-12-11 09:00,TP_OR_SL,0.58298,1,0.5812,0.002,0.31,0,0.002,0.31,-0.0001,-0.02,0.03,0.00,3
84,Entry long,2025-12-11 06:00,NZDUSD_1100_LONG,0.5812,1,0.5812,0.002,0.31,0,0.002,0.31,-0.0001,-0.02,0.03,0.00,3
85,Exit long,2025-12-22 09:00,TIME_EXIT,0.57968,1,0.57885,0.001,0.14,0,0.001,0.17,-0.0003,-0.06,0.03,0.00,3
85,Entry long,2025-12-22 06:00,NZDUSD_1100_LONG,0.57885,1,0.57885,0.001,0.14,0,0.001,0.17,-0.0003,-0.06,0.03,0.00,3
86,Exit long,2026-01-07 09:00,TIME_EXIT,0.57915,1,0.5791,0.0001,0.01,0,0.0002,0.04,-0.001,-0.13,0.03,0.00,3
86,Entry long,2026-01-07 06:00,NZDUSD_1100_LONG,0.5791,1,0.5791,0.0001,0.01,0,0.0002,0.04,-0.001,-0.13,0.03,0.00,3
87,Exit long,2026-01-16 08:00,TP_OR_SL,0.57557,1,0.57622,-0.001,-0.11,0,0.0003,0.05,-0.001,-0.11,0.03,0.00,2
87,Entry long,2026-01-16 06:00,NZDUSD_1100_LONG,0.57622,1,0.57622,-0.001,-0.11,0,0.0003,0.05,-0.001,-0.11,0.03,0.00,2
88,Exit long,2026-01-22 09:00,TP_OR_SL,0.58912,1,0.58744,0.002,0.29,0,0.002,0.29,0,0.00,0.03,0.00,3
88,Entry long,2026-01-22 06:00,NZDUSD_1100_LONG,0.58744,1,0.58744,0.002,0.29,0,0.002,0.29,0,0.00,0.03,0.00,3
89,Exit long,2026-01-27 09:00,TP_OR_SL,0.60011,1,0.59814,0.002,0.33,0,0.002,0.33,-0.00002,0.00,0.03,0.00,3
89,Entry long,2026-01-27 06:00,NZDUSD_1100_LONG,0.59814,1,0.59814,0.002,0.33,0,0.002,0.33,-0.00002,0.00,0.03,0.00,3
90,Exit long,2026-02-09 09:00,TP_OR_SL,0.60439,1,0.60213,0.002,0.38,0,0.002,0.38,0,0.00,0.03,0.00,3
90,Entry long,2026-02-09 06:00,NZDUSD_1100_LONG,0.60213,1,0.60213,0.002,0.38,0,0.002,0.38,0,0.00,0.03,0.00,3
91,Exit long,2026-03-10 10:00,TIME_EXIT,0.5954,1,0.59414,0.001,0.21,0,0.001,0.23,-0.001,-0.19,0.03,0.00,3
91,Entry long,2026-03-10 07:00,NZDUSD_1100_LONG,0.59414,1,0.59414,0.001,0.21,0,0.001,0.23,-0.001,-0.19,0.03,0.00,3
92,Exit long,2026-04-01 08:00,TP_OR_SL,0.57606,1,0.57736,-0.001,-0.23,0,0.0004,0.07,-0.001,-0.23,0.03,0.00,1
92,Entry long,2026-04-01 07:00,NZDUSD_1100_LONG,0.57736,1,0.57736,-0.001,-0.23,0,0.0004,0.07,-0.001,-0.23,0.03,0.00,1
93,Exit long,2026-04-08 10:00,TIME_EXIT,0.58382,1,0.58335,0.0005,0.08,0,0.003,0.44,-0.001,-0.09,0.03,0.00,3
93,Entry long,2026-04-08 07:00,NZDUSD_1100_LONG,0.58335,1,0.58335,0.0005,0.08,0,0.003,0.44,-0.001,-0.09,0.03,0.00,3
94,Exit long,2026-04-14 10:00,TIME_EXIT,0.5916,1,0.59024,0.001,0.23,0,0.002,0.30,-0.0004,-0.07,0.03,0.00,3
94,Entry long,2026-04-14 07:00,NZDUSD_1100_LONG,0.59024,1,0.59024,0.001,0.23,0,0.002,0.30,-0.0004,-0.07,0.03,0.00,3
95,Exit long,2026-04-27 10:00,TIME_EXIT,0.59172,1,0.59124,0.0005,0.08,0,0.001,0.20,-0.0003,-0.05,0.04,0.00,3
95,Entry long,2026-04-27 07:00,NZDUSD_1100_LONG,0.59124,1,0.59124,0.0005,0.08,0,0.001,0.20,-0.0003,-0.05,0.04,0.00,3
96,Exit long,2026-05-07 10:00,TP_OR_SL,0.59713,1,0.59806,-0.001,-0.16,0,0.0003,0.05,-0.001,-0.16,0.03,0.00,3
96,Entry long,2026-05-07 07:00,NZDUSD_1100_LONG,0.59806,1,0.59806,-0.001,-0.16,0,0.0003,0.05,-0.001,-0.16,0.03,0.00,3
97,Exit long,2026-05-27 08:00,TP_OR_SL,0.59024,1,0.58844,0.002,0.31,0,0.002,0.31,-0.0003,-0.04,0.04,0.00,1
97,Entry long,2026-05-27 07:00,NZDUSD_1100_LONG,0.58844,1,0.58844,0.002,0.31,0,0.002,0.31,-0.0003,-0.04,0.04,0.00,1
98,Exit long,2026-05-29 09:00,TP_OR_SL,0.59903,1,0.5974,0.002,0.27,0,0.002,0.27,-0.0003,-0.04,0.04,0.00,2
98,Entry long,2026-05-29 07:00,NZDUSD_1100_LONG,0.5974,1,0.5974,0.002,0.27,0,0.002,0.27,-0.0003,-0.04,0.04,0.00,2
99,Exit long,2026-07-15 10:00,TP_OR_SL,0.58371,1,0.58202,0.002,0.29,0,0.002,0.29,-0.0003,-0.05,0.04,0.00,3
99,Entry long,2026-07-15 07:00,NZDUSD_1100_LONG,0.58202,1,0.58202,0.002,0.29,0,0.002,0.29,-0.0003,-0.05,0.04,0.00,3
100,Exit long,2026-07-20 10:00,TP_OR_SL,0.58482,1,0.58564,-0.001,-0.14,0,0,0.00,-0.001,-0.14,0.04,0.00,3
100,Entry long,2026-07-20 07:00,NZDUSD_1100_LONG,0.58564,1,0.58564,-0.001,-0.14,0,0,0.00,-0.001,-0.14,0.04,0.00,3
101,Exit long,2026-08-04 10:00,TIME_EXIT,0.58854,1,0.58843,0.0001,0.02,0,0.001,0.17,-0.0003,-0.05,0.04,0.00,3
101,Entry long,2026-08-04 07:00,NZDUSD_1100_LONG,0.58843,1,0.58843,0.0001,0.02,0,0.001,0.17,-0.0003,-0.05,0.04,0.00,3
102,Exit long,2026-08-14 10:00,TIME_EXIT,0.58924,1,0.58881,0.0004,0.07,0,0.001,0.17,-0.0003,-0.05,0.04,0.00,3
102,Entry long,2026-08-14 07:00,NZDUSD_1100_LONG,0.58881,1,0.58881,0.0004,0.07,0,0.001,0.17,-0.0003,-0.05,0.04,0.00,3
