Trade number,Type,Date and time,Signal,Price JPY,Size (qty),Size (value),Net PnL JPY,Return %,Commission JPY,Favorable excursion JPY,Favorable excursion %,Adverse excursion JPY,Adverse excursion %,Cumulative PnL JPY,Cumulative PnL %,Duration (bars)
86,Entry long,2025-04-30 02:00,EURJPY_0600_LONG,162.332,1,162.332,0.2,0.12,0,0.32,0.20,-0.09,-0.06,7.18,0.07,3
87,Exit long,2025-05-01 03:00,TP_OR_SL,163.169,1,163.444,-0.28,-0.17,0,0.03,0.02,-0.28,-0.17,6.9,0.07,1
87,Entry long,2025-05-01 02:00,EURJPY_0600_LONG,163.444,1,163.444,-0.28,-0.17,0,0.03,0.02,-0.28,-0.17,6.9,0.07,1
88,Exit long,2025-05-08 04:00,TP_OR_SL,163.359,1,162.932,0.43,0.26,0,0.43,0.26,-0.11,-0.07,7.33,0.07,2
88,Entry long,2025-05-08 02:00,EURJPY_0600_LONG,162.932,1,162.932,0.43,0.26,0,0.43,0.26,-0.11,-0.07,7.33,0.07,2
89,Exit long,2025-05-26 04:00,TP_OR_SL,162.622,1,162.87,-0.25,-0.15,0,0.01,0.01,-0.25,-0.15,7.08,0.07,2
89,Entry long,2025-05-26 02:00,EURJPY_0600_LONG,162.87,1,162.87,-0.25,-0.15,0,0.01,0.01,-0.25,-0.15,7.08,0.07,2
90,Exit long,2025-06-05 05:00,TIME_EXIT,163.54,1,163.416,0.12,0.08,0,0.26,0.16,-0.07,-0.04,7.2,0.07,3
90,Entry long,2025-06-05 02:00,EURJPY_0600_LONG,163.416,1,163.416,0.12,0.08,0,0.26,0.16,-0.07,-0.04,7.2,0.07,3
91,Exit long,2025-06-06 03:00,TP_OR_SL,164.489,1,164.704,-0.21,-0.13,0,0.03,0.02,-0.21,-0.13,6.99,0.07,1
91,Entry long,2025-06-06 02:00,EURJPY_0600_LONG,164.704,1,164.704,-0.21,-0.13,0,0.03,0.02,-0.21,-0.13,6.99,0.07,1
92,Exit long,2025-06-16 05:00,TIME_EXIT,166.946,1,166.933,0.01,0.01,0,0.28,0.17,-0.09,-0.05,7,0.07,3
92,Entry long,2025-06-16 02:00,EURJPY_0600_LONG,166.933,1,166.933,0.01,0.01,0,0.28,0.17,-0.09,-0.05,7,0.07,3
93,Exit long,2025-06-25 05:00,TIME_EXIT,168.943,1,168.657,0.29,0.17,0,0.31,0.19,-0.2,-0.12,7.29,0.07,3
93,Entry long,2025-06-25 02:00,EURJPY_0600_LONG,168.657,1,168.657,0.29,0.17,0,0.31,0.19,-0.2,-0.12,7.29,0.07,3
94,Exit long,2025-07-22 03:00,TP_OR_SL,172.622,1,172.819,-0.2,-0.11,0,0.12,0.07,-0.2,-0.11,7.09,0.07,1
94,Entry long,2025-07-22 02:00,EURJPY_0600_LONG,172.819,1,172.819,-0.2,-0.11,0,0.12,0.07,-0.2,-0.11,7.09,0.07,1
95,Exit long,2025-08-29 03:00,TP_OR_SL,171.516,1,171.696,-0.18,-0.10,0,0.06,0.04,-0.18,-0.10,6.91,0.07,1
95,Entry long,2025-08-29 02:00,EURJPY_0600_LONG,171.696,1,171.696,-0.18,-0.10,0,0.06,0.04,-0.18,-0.10,6.91,0.07,1
96,Exit long,2025-09-01 05:00,TIME_EXIT,172.402,1,172.29,0.11,0.07,0,0.22,0.13,-0.02,-0.01,7.02,0.07,3
96,Entry long,2025-09-01 02:00,EURJPY_0600_LONG,172.29,1,172.29,0.11,0.07,0,0.22,0.13,-0.02,-0.01,7.02,0.07,3
97,Exit long,2025-09-02 04:00,TP_OR_SL,172.997,1,173.167,-0.17,-0.10,0,0.25,0.14,-0.17,-0.10,6.85,0.07,2
97,Entry long,2025-09-02 02:00,EURJPY_0600_LONG,173.167,1,173.167,-0.17,-0.10,0,0.25,0.14,-0.17,-0.10,6.85,0.07,2
98,Exit long,2025-09-11 05:00,TIME_EXIT,172.916,1,172.711,0.21,0.12,0,0.26,0.15,-0.04,-0.02,7.06,0.07,3
98,Entry long,2025-09-11 02:00,EURJPY_0600_LONG,172.711,1,172.711,0.21,0.12,0,0.26,0.15,-0.04,-0.02,7.06,0.07,3
99,Exit long,2025-09-12 05:00,TP_OR_SL,173.401,1,173.064,0.34,0.19,0,0.34,0.19,-0.09,-0.05,7.39,0.07,3
99,Entry long,2025-09-12 02:00,EURJPY_0600_LONG,173.064,1,173.064,0.34,0.19,0,0.34,0.19,-0.09,-0.05,7.39,0.07,3
100,Exit long,2025-09-18 04:00,TP_OR_SL,174.198,1,173.861,0.34,0.19,0,0.34,0.19,-0.02,-0.01,7.73,0.08,2
100,Entry long,2025-09-18 02:00,EURJPY_0600_LONG,173.861,1,173.861,0.34,0.19,0,0.34,0.19,-0.02,-0.01,7.73,0.08,2
101,Exit long,2025-09-26 05:00,TIME_EXIT,174.93,1,174.876,0.05,0.03,0,0.14,0.08,-0.02,-0.01,7.79,0.08,3
101,Entry long,2025-09-26 02:00,EURJPY_0600_LONG,174.876,1,174.876,0.05,0.03,0,0.14,0.08,-0.02,-0.01,7.79,0.08,3
102,Exit long,2025-10-02 04:00,TP_OR_SL,172.615,1,172.806,-0.19,-0.11,0,0.14,0.08,-0.19,-0.11,7.59,0.08,2
102,Entry long,2025-10-02 02:00,EURJPY_0600_LONG,172.806,1,172.806,-0.19,-0.11,0,0.14,0.08,-0.19,-0.11,7.59,0.08,2
103,Exit long,2025-10-16 03:00,TP_OR_SL,175.994,1,176.209,-0.21,-0.12,0,0.08,0.04,-0.21,-0.12,7.38,0.07,1
103,Entry long,2025-10-16 02:00,EURJPY_0600_LONG,176.209,1,176.209,-0.21,-0.12,0,0.08,0.04,-0.21,-0.12,7.38,0.07,1
104,Exit long,2025-10-23 03:00,TP_OR_SL,176.799,1,176.982,-0.18,-0.10,0,0.001,0.00,-0.18,-0.10,7.2,0.07,1
104,Entry long,2025-10-23 02:00,EURJPY_0600_LONG,176.982,1,176.982,-0.18,-0.10,0,0.001,0.00,-0.18,-0.10,7.2,0.07,1
105,Exit long,2025-10-30 05:00,TIME_EXIT,178.651,1,178.186,0.47,0.26,0,0.6,0.34,-0.11,-0.06,7.66,0.08,3
105,Entry long,2025-10-30 02:00,EURJPY_0600_LONG,178.186,1,178.186,0.47,0.26,0,0.6,0.34,-0.11,-0.06,7.66,0.08,3
106,Exit long,2025-10-31 05:00,TIME_EXIT,178.44,1,178.318,0.12,0.07,0,0.25,0.14,-0.07,-0.04,7.78,0.08,3
106,Entry long,2025-10-31 02:00,EURJPY_0600_LONG,178.318,1,178.318,0.12,0.07,0,0.25,0.14,-0.07,-0.04,7.78,0.08,3
107,Exit long,2025-11-07 04:00,TIME_EXIT,177.106,1,177.012,0.09,0.05,0,0.13,0.08,-0.13,-0.07,7.88,0.08,3
107,Entry long,2025-11-07 01:00,EURJPY_0600_LONG,177.012,1,177.012,0.09,0.05,0,0.13,0.08,-0.13,-0.07,7.88,0.08,3
108,Exit long,2025-11-20 02:00,TP_OR_SL,181.502,1,181.723,-0.22,-0.12,0,0,0.00,-0.22,-0.12,7.66,0.08,1
108,Entry long,2025-11-20 01:00,EURJPY_0600_LONG,181.723,1,181.723,-0.22,-0.12,0,0,0.00,-0.22,-0.12,7.66,0.08,1
109,Exit long,2025-11-26 04:00,TIME_EXIT,181.048,1,180.988,0.06,0.03,0,0.28,0.15,-0.07,-0.04,7.72,0.08,3
109,Entry long,2025-11-26 01:00,EURJPY_0600_LONG,180.988,1,180.988,0.06,0.03,0,0.28,0.15,-0.07,-0.04,7.72,0.08,3
110,Exit long,2025-12-02 04:00,TP_OR_SL,181.157,1,180.836,0.32,0.18,0,0.32,0.18,-0.04,-0.02,8.04,0.08,3
110,Entry long,2025-12-02 01:00,EURJPY_0600_LONG,180.836,1,180.836,0.32,0.18,0,0.32,0.18,-0.04,-0.02,8.04,0.08,3
111,Exit long,2025-12-08 04:00,TIME_EXIT,181.112,1,181.008,0.1,0.06,0,0.21,0.11,-0.03,-0.01,8.14,0.08,3
111,Entry long,2025-12-08 01:00,EURJPY_0600_LONG,181.008,1,181.008,0.1,0.06,0,0.21,0.11,-0.03,-0.01,8.14,0.08,3
112,Exit long,2025-12-10 03:00,TP_OR_SL,182.615,1,182.296,0.32,0.17,0,0.32,0.17,-0.03,-0.02,8.46,0.08,2
112,Entry long,2025-12-10 01:00,EURJPY_0600_LONG,182.296,1,182.296,0.32,0.17,0,0.32,0.17,-0.03,-0.02,8.46,0.08,2
113,Exit long,2025-12-18 02:00,TP_OR_SL,182.93,1,183.101,-0.17,-0.09,0,0.07,0.04,-0.17,-0.09,8.29,0.08,1
113,Entry long,2025-12-18 01:00,EURJPY_0600_LONG,183.101,1,183.101,-0.17,-0.09,0,0.07,0.04,-0.17,-0.09,8.29,0.08,1
114,Exit long,2026-01-20 04:00,TIME_EXIT,184.963,1,184.853,0.11,0.06,0,0.36,0.19,-0.15,-0.08,8.4,0.08,3
114,Entry long,2026-01-20 01:00,EURJPY_0600_LONG,184.853,1,184.853,0.11,0.06,0,0.36,0.19,-0.15,-0.08,8.4,0.08,3
115,Exit long,2026-01-22 04:00,TIME_EXIT,185.558,1,185.589,-0.03,-0.02,0,0.18,0.10,-0.13,-0.07,8.37,0.08,3
115,Entry long,2026-01-22 01:00,EURJPY_0600_LONG,185.589,1,185.589,-0.03,-0.02,0,0.18,0.10,-0.13,-0.07,8.37,0.08,3
116,Exit long,2026-01-23 02:00,TP_OR_SL,186.355,1,186.549,-0.19,-0.10,0,0.33,0.17,-0.19,-0.10,8.17,0.08,1
116,Entry long,2026-01-23 01:00,EURJPY_0600_LONG,186.549,1,186.549,-0.19,-0.10,0,0.33,0.17,-0.19,-0.10,8.17,0.08,1
117,Exit long,2026-02-23 04:00,TIME_EXIT,182.693,1,182.652,0.04,0.02,0,0.16,0.09,-0.03,-0.02,8.22,0.08,3
117,Entry long,2026-02-23 01:00,EURJPY_0600_LONG,182.652,1,182.652,0.04,0.02,0,0.16,0.09,-0.03,-0.02,8.22,0.08,3
118,Exit long,2026-03-20 05:00,TIME_EXIT,183.433,1,183.12,0.31,0.17,0,0.4,0.22,-0.02,-0.01,8.53,0.09,3
118,Entry long,2026-03-20 02:00,EURJPY_0600_LONG,183.12,1,183.12,0.31,0.17,0,0.4,0.22,-0.02,-0.01,8.53,0.09,3
119,Exit long,2026-04-06 03:00,TP_OR_SL,184.399,1,184.084,0.32,0.17,0,0.32,0.17,-0.05,-0.03,8.84,0.09,1
119,Entry long,2026-04-06 02:00,EURJPY_0600_LONG,184.084,1,184.084,0.32,0.17,0,0.32,0.17,-0.05,-0.03,8.84,0.09,1
120,Exit long,2026-04-07 05:00,TIME_EXIT,184.587,1,184.469,0.12,0.06,0,0.18,0.10,-0.05,-0.03,8.96,0.09,3
120,Entry long,2026-04-07 02:00,EURJPY_0600_LONG,184.469,1,184.469,0.12,0.06,0,0.18,0.10,-0.05,-0.03,8.96,0.09,3
121,Exit long,2026-04-14 05:00,TP_OR_SL,187.29,1,187.459,-0.17,-0.09,0,0.08,0.04,-0.17,-0.09,8.79,0.09,3
121,Entry long,2026-04-14 02:00,EURJPY_0600_LONG,187.459,1,187.459,-0.17,-0.09,0,0.08,0.04,-0.17,-0.09,8.79,0.09,3
122,Exit long,2026-04-30 03:00,TP_OR_SL,187.314,1,187.458,-0.14,-0.08,0,0.1,0.05,-0.14,-0.08,8.65,0.09,1
122,Entry long,2026-04-30 02:00,EURJPY_0600_LONG,187.458,1,187.458,-0.14,-0.08,0,0.1,0.05,-0.14,-0.08,8.65,0.09,1
123,Exit long,2026-05-08 05:00,TIME_EXIT,184.4,1,184.19,0.21,0.11,0,0.24,0.13,-0.07,-0.04,8.86,0.09,3
123,Entry long,2026-05-08 02:00,EURJPY_0600_LONG,184.19,1,184.19,0.21,0.11,0,0.24,0.13,-0.07,-0.04,8.86,0.09,3
124,Exit long,2026-05-21 03:00,TP_OR_SL,184.721,1,184.836,-0.11,-0.06,0,0.01,0.00,-0.11,-0.06,8.74,0.09,1
124,Entry long,2026-05-21 02:00,EURJPY_0600_LONG,184.836,1,184.836,-0.11,-0.06,0,0.01,0.00,-0.11,-0.06,8.74,0.09,1
125,Exit long,2026-05-26 04:00,TP_OR_SL,185.312,1,185.114,0.2,0.11,0,0.2,0.11,-0.09,-0.05,8.94,0.09,2
125,Entry long,2026-05-26 02:00,EURJPY_0600_LONG,185.114,1,185.114,0.2,0.11,0,0.2,0.11,-0.09,-0.05,8.94,0.09,2
126,Exit long,2026-05-27 04:00,TP_OR_SL,185.474,1,185.576,-0.1,-0.05,0,0.05,0.03,-0.1,-0.05,8.84,0.09,2
126,Entry long,2026-05-27 02:00,EURJPY_0600_LONG,185.576,1,185.576,-0.1,-0.05,0,0.05,0.03,-0.1,-0.05,8.84,0.09,2
127,Exit long,2026-06-01 03:00,TP_OR_SL,185.848,1,185.967,-0.12,-0.06,0,0,0.00,-0.12,-0.06,8.72,0.09,1
127,Entry long,2026-06-01 02:00,EURJPY_0600_LONG,185.967,1,185.967,-0.12,-0.06,0,0,0.00,-0.12,-0.06,8.72,0.09,1
128,Exit long,2026-06-02 05:00,TP_OR_SL,185.959,1,186.067,-0.11,-0.06,0,0.01,0.00,-0.11,-0.06,8.61,0.09,3
128,Entry long,2026-06-02 02:00,EURJPY_0600_LONG,186.067,1,186.067,-0.11,-0.06,0,0.01,0.00,-0.11,-0.06,8.61,0.09,3
129,Exit long,2026-06-05 03:00,TP_OR_SL,186.078,1,185.888,0.19,0.10,0,0.19,0.10,-0.01,-0.01,8.8,0.09,1
129,Entry long,2026-06-05 02:00,EURJPY_0600_LONG,185.888,1,185.888,0.19,0.10,0,0.19,0.10,-0.01,-0.01,8.8,0.09,1
130,Exit long,2026-06-12 03:00,TP_OR_SL,185.375,1,185.538,-0.16,-0.09,0,0.01,0.00,-0.16,-0.09,8.64,0.09,1
130,Entry long,2026-06-12 02:00,EURJPY_0600_LONG,185.538,1,185.538,-0.16,-0.09,0,0.01,0.00,-0.16,-0.09,8.64,0.09,1
131,Exit long,2026-06-29 04:00,TP_OR_SL,184.471,1,184.643,-0.17,-0.09,0,0.02,0.01,-0.17,-0.09,8.47,0.08,2
131,Entry long,2026-06-29 02:00,EURJPY_0600_LONG,184.643,1,184.643,-0.17,-0.09,0,0.02,0.01,-0.17,-0.09,8.47,0.08,2
132,Exit long,2026-07-06 05:00,TIME_EXIT,185.274,1,185.34,-0.07,-0.04,0,0.07,0.04,-0.13,-0.07,8.4,0.08,3
132,Entry long,2026-07-06 02:00,EURJPY_0600_LONG,185.34,1,185.34,-0.07,-0.04,0,0.07,0.04,-0.13,-0.07,8.4,0.08,3
133,Exit long,2026-07-21 04:00,TP_OR_SL,185.834,1,185.629,0.21,0.11,0,0.21,0.11,-0.001,0.00,8.61,0.09,2
133,Entry long,2026-07-21 02:00,EURJPY_0600_LONG,185.629,1,185.629,0.21,0.11,0,0.21,0.11,-0.001,0.00,8.61,0.09,2
134,Exit long,2026-08-05 05:00,TIME_EXIT,182.044,1,181.967,0.08,0.04,0,0.21,0.11,-0.16,-0.09,8.68,0.09,3
134,Entry long,2026-08-05 02:00,EURJPY_0600_LONG,181.967,1,181.967,0.08,0.04,0,0.21,0.11,-0.16,-0.09,8.68,0.09,3
135,Exit long,2026-08-10 04:00,TP_OR_SL,183.415,1,183.02,0.4,0.22,0,0.4,0.22,-0.01,-0.01,9.08,0.09,2
135,Entry long,2026-08-10 02:00,EURJPY_0600_LONG,183.02,1,183.02,0.4,0.22,0,0.4,0.22,-0.01,-0.01,9.08,0.09,2
136,Exit long,2026-08-24 05:00,TIME_EXIT,185.703,1,185.71,-0.01,0.00,0,0.09,0.05,-0.1,-0.05,9.07,0.09,3
136,Entry long,2026-08-24 02:00,EURJPY_0600_LONG,185.71,1,185.71,-0.01,0.00,0,0.09,0.05,-0.1,-0.05,9.07,0.09,3
