Trade number,Type,Date and time,Signal,Price USD,Size (qty),Size (value),Net PnL USD,Return %,Commission USD,Favorable excursion USD,Favorable excursion %,Adverse excursion USD,Adverse excursion %,Cumulative PnL USD,Cumulative PnL %,Duration (bars)
83,Entry long,2024-03-25 07:00,AUDUSD_HL_BASE,0.6532,1,0.6532,0.001,0.17,0,0.001,0.23,-0.0001,-0.01,0.01,0.00,3
84,Exit long,2024-03-26 08:00,TP_OR_SL,0.65453,1,0.65532,-0.001,-0.12,0,0.00004,0.01,-0.001,-0.12,0.01,0.00,1
84,Entry long,2024-03-26 07:00,AUDUSD_HL_BASE,0.65532,1,0.65532,-0.001,-0.12,0,0.00004,0.01,-0.001,-0.12,0.01,0.00,1
85,Exit long,2024-04-03 10:00,TP_OR_SL,0.6532,1,0.65176,0.001,0.22,0,0.001,0.22,-0.001,-0.10,0.01,0.00,3
85,Entry long,2024-04-03 07:00,AUDUSD_HL_BODY_EXTREME,0.65176,1,0.65176,0.001,0.22,0,0.001,0.22,-0.001,-0.10,0.01,0.00,3
86,Exit long,2024-04-05 08:00,TP_OR_SL,0.65759,1,0.65842,-0.001,-0.13,0,0.001,0.13,-0.001,-0.13,0.01,0.00,1
86,Entry long,2024-04-05 07:00,AUDUSD_HL_BASE,0.65842,1,0.65842,-0.001,-0.13,0,0.001,0.13,-0.001,-0.13,0.01,0.00,1
87,Exit long,2024-04-08 09:00,TP_OR_SL,0.66058,1,0.65868,0.002,0.29,0,0.002,0.29,-0.0003,-0.05,0.01,0.00,2
87,Entry long,2024-04-08 07:00,AUDUSD_HL_BASE,0.65868,1,0.65868,0.002,0.29,0,0.002,0.29,-0.0003,-0.05,0.01,0.00,2
88,Exit long,2024-04-23 09:00,TP_OR_SL,0.64715,1,0.64549,0.002,0.26,0,0.002,0.26,-0.0004,-0.07,0.01,0.00,2
88,Entry long,2024-04-23 07:00,AUDUSD_HL_BASE,0.64549,1,0.64549,0.002,0.26,0,0.002,0.26,-0.0004,-0.07,0.01,0.00,2
89,Exit long,2024-04-24 08:00,TP_OR_SL,0.64964,1,0.65053,-0.001,-0.14,0,0.0004,0.07,-0.001,-0.14,0.01,0.00,1
89,Entry long,2024-04-24 07:00,AUDUSD_HL_BODY_EXTREME,0.65053,1,0.65053,-0.001,-0.14,0,0.0004,0.07,-0.001,-0.14,0.01,0.00,1
90,Exit long,2024-04-25 08:00,TP_OR_SL,0.65228,1,0.65308,-0.001,-0.12,0,0.001,0.13,-0.001,-0.12,0.01,0.00,1
90,Entry long,2024-04-25 07:00,AUDUSD_HL_BASE,0.65308,1,0.65308,-0.001,-0.12,0,0.001,0.13,-0.001,-0.12,0.01,0.00,1
91,Exit long,2024-04-29 09:00,TP_OR_SL,0.65543,1,0.65654,-0.001,-0.17,0,0.0004,0.07,-0.001,-0.17,0.01,0.00,2
91,Entry long,2024-04-29 07:00,AUDUSD_HL_BASE,0.65654,1,0.65654,-0.001,-0.17,0,0.0004,0.07,-0.001,-0.17,0.01,0.00,2
92,Exit long,2024-05-06 10:00,TIME_EXIT,0.66266,1,0.663,-0.0003,-0.05,0,0.001,0.13,-0.0004,-0.06,0.01,0.00,3
92,Entry long,2024-05-06 07:00,AUDUSD_HL_BASE,0.663,1,0.663,-0.0003,-0.05,0,0.001,0.13,-0.0004,-0.06,0.01,0.00,3
93,Exit long,2024-05-09 08:00,TP_OR_SL,0.65983,1,0.65829,0.002,0.23,0,0.002,0.23,-0.00002,0.00,0.01,0.00,1
93,Entry long,2024-05-09 07:00,AUDUSD_HL_BASE,0.65829,1,0.65829,0.002,0.23,0,0.002,0.23,-0.00002,0.00,0.01,0.00,1
94,Exit long,2024-05-13 10:00,TIME_EXIT,0.66212,1,0.66166,0.0005,0.07,0,0.001,0.19,-0.0002,-0.03,0.01,0.00,3
94,Entry long,2024-05-13 07:00,AUDUSD_HL_BASE,0.66166,1,0.66166,0.0005,0.07,0,0.001,0.19,-0.0002,-0.03,0.01,0.00,3
95,Exit long,2024-05-14 08:00,TP_OR_SL,0.66037,1,0.661,-0.001,-0.10,0,0.001,0.19,-0.001,-0.10,0.01,0.00,1
95,Entry long,2024-05-14 07:00,AUDUSD_HL_BASE,0.661,1,0.661,-0.001,-0.10,0,0.001,0.19,-0.001,-0.10,0.01,0.00,1
96,Exit long,2024-05-21 08:00,TP_OR_SL,0.66697,1,0.66781,-0.001,-0.13,0,0.00001,0.00,-0.001,-0.13,0.01,0.00,1
96,Entry long,2024-05-21 07:00,AUDUSD_HL_BODY_EXTREME,0.66781,1,0.66781,-0.001,-0.13,0,0.00001,0.00,-0.001,-0.13,0.01,0.00,1
97,Exit long,2024-05-27 09:00,TP_OR_SL,0.66588,1,0.66455,0.001,0.20,0,0.001,0.20,-0.0004,-0.06,0.01,0.00,2
97,Entry long,2024-05-27 07:00,AUDUSD_HL_BASE,0.66455,1,0.66455,0.001,0.20,0,0.001,0.20,-0.0004,-0.06,0.01,0.00,2
98,Exit long,2024-05-28 09:00,TP_OR_SL,0.66617,1,0.66683,-0.001,-0.10,0,0.0004,0.06,-0.001,-0.10,0.01,0.00,2
98,Entry long,2024-05-28 07:00,AUDUSD_HL_BODY_EXTREME,0.66683,1,0.66683,-0.001,-0.10,0,0.0004,0.06,-0.001,-0.10,0.01,0.00,2
99,Exit long,2024-05-30 10:00,TP_OR_SL,0.66409,1,0.66215,0.002,0.29,0,0.002,0.29,-0.001,-0.08,0.01,0.00,3
99,Entry long,2024-05-30 07:00,AUDUSD_HL_BASE,0.66215,1,0.66215,0.002,0.29,0,0.002,0.29,-0.001,-0.08,0.01,0.00,3
100,Exit long,2024-05-31 09:00,TP_OR_SL,0.66687,1,0.6651,0.002,0.27,0,0.002,0.27,-0.0003,-0.04,0.01,0.00,2
100,Entry long,2024-05-31 07:00,AUDUSD_HL_BASE,0.6651,1,0.6651,0.002,0.27,0,0.002,0.27,-0.0003,-0.04,0.01,0.00,2
101,Exit long,2024-06-03 10:00,TP_OR_SL,0.66762,1,0.66571,0.002,0.29,0,0.002,0.29,-0.0002,-0.04,0.01,0.00,3
101,Entry long,2024-06-03 07:00,AUDUSD_HL_BODY_EXTREME,0.66571,1,0.66571,0.002,0.29,0,0.002,0.29,-0.0002,-0.04,0.01,0.00,3
102,Exit long,2024-06-21 09:00,TP_OR_SL,0.66571,1,0.66651,-0.001,-0.12,0,0.0005,0.07,-0.001,-0.12,0.01,0.00,2
102,Entry long,2024-06-21 07:00,AUDUSD_HL_BODY_EXTREME,0.66651,1,0.66651,-0.001,-0.12,0,0.0005,0.07,-0.001,-0.12,0.01,0.00,2
103,Exit long,2024-07-04 10:00,TIME_EXIT,0.67257,1,0.67288,-0.0003,-0.05,0,0.0003,0.04,-0.0005,-0.07,0.01,0.00,3
103,Entry long,2024-07-04 07:00,AUDUSD_HL_BASE,0.67288,1,0.67288,-0.0003,-0.05,0,0.0003,0.04,-0.0005,-0.07,0.01,0.00,3
104,Exit long,2024-07-12 08:00,TP_OR_SL,0.67637,1,0.67726,-0.001,-0.13,0,0.001,0.10,-0.001,-0.13,0.01,0.00,1
104,Entry long,2024-07-12 07:00,AUDUSD_HL_BASE,0.67726,1,0.67726,-0.001,-0.13,0,0.001,0.10,-0.001,-0.13,0.01,0.00,1
105,Exit long,2024-08-15 08:00,TP_OR_SL,0.66203,1,0.6631,-0.001,-0.16,0,0.0001,0.01,-0.001,-0.16,0.01,0.00,1
105,Entry long,2024-08-15 07:00,AUDUSD_HL_BASE,0.6631,1,0.6631,-0.001,-0.16,0,0.0001,0.01,-0.001,-0.16,0.01,0.00,1
106,Exit long,2024-08-19 10:00,TP_OR_SL,0.67164,1,0.66986,0.002,0.27,0,0.002,0.27,-0.001,-0.08,0.01,0.00,3
106,Entry long,2024-08-19 07:00,AUDUSD_HL_BODY_EXTREME,0.66986,1,0.66986,0.002,0.27,0,0.002,0.27,-0.001,-0.08,0.01,0.00,3
107,Exit long,2024-08-23 09:00,TP_OR_SL,0.67235,1,0.67316,-0.001,-0.12,0,0.0002,0.03,-0.001,-0.12,0.01,0.00,2
107,Entry long,2024-08-23 07:00,AUDUSD_HL_BASE,0.67316,1,0.67316,-0.001,-0.12,0,0.0002,0.03,-0.001,-0.12,0.01,0.00,2
108,Exit long,2024-08-27 08:00,TP_OR_SL,0.67738,1,0.67822,-0.001,-0.12,0,0.0001,0.01,-0.001,-0.12,0.01,0.00,1
108,Entry long,2024-08-27 07:00,AUDUSD_HL_BASE,0.67822,1,0.67822,-0.001,-0.12,0,0.0001,0.01,-0.001,-0.12,0.01,0.00,1
109,Exit long,2024-09-04 10:00,TP_OR_SL,0.67398,1,0.67181,0.002,0.32,0,0.002,0.32,-0.001,-0.13,0.01,0.00,3
109,Entry long,2024-09-04 07:00,AUDUSD_HL_BASE,0.67181,1,0.67181,0.002,0.32,0,0.002,0.32,-0.001,-0.13,0.01,0.00,3
110,Exit long,2024-09-11 08:00,TP_OR_SL,0.66622,1,0.66706,-0.001,-0.13,0,0.0001,0.01,-0.001,-0.13,0.01,0.00,1
110,Entry long,2024-09-11 07:00,AUDUSD_HL_BASE,0.66706,1,0.66706,-0.001,-0.13,0,0.0001,0.01,-0.001,-0.13,0.01,0.00,1
111,Exit long,2024-09-12 10:00,TIME_EXIT,0.66908,1,0.66766,0.001,0.21,0,0.002,0.23,-0.0005,-0.07,0.01,0.00,3
111,Entry long,2024-09-12 07:00,AUDUSD_HL_BASE,0.66766,1,0.66766,0.001,0.21,0,0.002,0.23,-0.0005,-0.07,0.01,0.00,3
112,Exit long,2024-09-16 08:00,TP_OR_SL,0.6739,1,0.67478,-0.001,-0.13,0,0.0001,0.02,-0.001,-0.13,0.01,0.00,1
112,Entry long,2024-09-16 07:00,AUDUSD_HL_BODY_EXTREME,0.67478,1,0.67478,-0.001,-0.13,0,0.0001,0.02,-0.001,-0.13,0.01,0.00,1
113,Exit long,2024-09-23 10:00,TIME_EXIT,0.68503,1,0.68328,0.002,0.26,0,0.002,0.26,-0.001,-0.12,0.02,0.00,3
113,Entry long,2024-09-23 07:00,AUDUSD_HL_BODY_EXTREME,0.68328,1,0.68328,0.002,0.26,0,0.002,0.26,-0.001,-0.12,0.02,0.00,3
114,Exit long,2024-09-26 10:00,TP_OR_SL,0.68681,1,0.68802,-0.001,-0.18,0,0.001,0.13,-0.001,-0.18,0.01,0.00,3
114,Entry long,2024-09-26 07:00,AUDUSD_HL_BASE,0.68802,1,0.68802,-0.001,-0.18,0,0.001,0.13,-0.001,-0.18,0.01,0.00,3
115,Exit long,2024-09-27 08:00,TP_OR_SL,0.69184,1,0.68944,0.002,0.35,0,0.002,0.35,-0.0001,-0.01,0.02,0.00,1
115,Entry long,2024-09-27 07:00,AUDUSD_HL_BODY_EXTREME,0.68944,1,0.68944,0.002,0.35,0,0.002,0.35,-0.0001,-0.01,0.02,0.00,1
116,Exit long,2024-10-17 08:00,TP_OR_SL,0.66864,1,0.66963,-0.001,-0.15,0,0.0001,0.02,-0.001,-0.15,0.02,0.00,1
116,Entry long,2024-10-17 07:00,AUDUSD_HL_BASE,0.66963,1,0.66963,-0.001,-0.15,0,0.0001,0.02,-0.001,-0.15,0.02,0.00,1
117,Exit long,2024-10-18 10:00,TIME_EXIT,0.67061,1,0.67119,-0.001,-0.09,0,0.001,0.11,-0.001,-0.12,0.01,0.00,3
117,Entry long,2024-10-18 07:00,AUDUSD_HL_BASE,0.67119,1,0.67119,-0.001,-0.09,0,0.001,0.11,-0.001,-0.12,0.01,0.00,3
118,Exit long,2024-11-04 08:00,TP_OR_SL,0.65921,1,0.66042,-0.001,-0.18,0,0.0002,0.03,-0.001,-0.18,0.01,0.00,2
118,Entry long,2024-11-04 06:00,AUDUSD_HL_BODY_EXTREME,0.66042,1,0.66042,-0.001,-0.18,0,0.0002,0.03,-0.001,-0.18,0.01,0.00,2
119,Exit long,2024-11-05 09:00,TIME_EXIT,0.66348,1,0.66242,0.001,0.16,0,0.001,0.21,-0.0002,-0.03,0.01,0.00,3
119,Entry long,2024-11-05 06:00,AUDUSD_HL_BASE,0.66242,1,0.66242,0.001,0.16,0,0.001,0.21,-0.0002,-0.03,0.01,0.00,3
120,Exit long,2024-11-07 08:00,TP_OR_SL,0.66599,1,0.66313,0.003,0.43,0,0.003,0.43,-0.0002,-0.03,0.02,0.00,2
120,Entry long,2024-11-07 06:00,AUDUSD_HL_BASE,0.66313,1,0.66313,0.003,0.43,0,0.003,0.43,-0.0002,-0.03,0.02,0.00,2
121,Exit long,2024-11-15 08:00,TP_OR_SL,0.64635,1,0.64748,-0.001,-0.17,0,0.001,0.11,-0.001,-0.17,0.02,0.00,2
121,Entry long,2024-11-15 06:00,AUDUSD_HL_BASE,0.64748,1,0.64748,-0.001,-0.17,0,0.001,0.11,-0.001,-0.17,0.02,0.00,2
122,Exit long,2024-11-21 09:00,TIME_EXIT,0.65276,1,0.65182,0.001,0.14,0,0.001,0.18,-0.0002,-0.03,0.02,0.00,3
122,Entry long,2024-11-21 06:00,AUDUSD_HL_BASE,0.65182,1,0.65182,0.001,0.14,0,0.001,0.18,-0.0002,-0.03,0.02,0.00,3
123,Exit long,2024-11-28 09:00,TIME_EXIT,0.65006,1,0.64978,0.0003,0.04,0,0.0004,0.06,-0.0005,-0.08,0.02,0.00,3
123,Entry long,2024-11-28 06:00,AUDUSD_HL_BASE,0.64978,1,0.64978,0.0003,0.04,0,0.0004,0.06,-0.0005,-0.08,0.02,0.00,3
124,Exit long,2024-12-09 08:00,TP_OR_SL,0.64668,1,0.64419,0.002,0.39,0,0.002,0.39,-0.0002,-0.04,0.02,0.00,2
124,Entry long,2024-12-09 06:00,AUDUSD_HL_BASE,0.64419,1,0.64419,0.002,0.39,0,0.002,0.39,-0.0002,-0.04,0.02,0.00,2
125,Exit long,2024-12-30 08:00,TP_OR_SL,0.62317,1,0.6241,-0.001,-0.15,0,0.0002,0.03,-0.001,-0.15,0.02,0.00,2
125,Entry long,2024-12-30 06:00,AUDUSD_HL_BODY_EXTREME,0.6241,1,0.6241,-0.001,-0.15,0,0.0002,0.03,-0.001,-0.15,0.02,0.00,2
126,Exit long,2025-01-03 09:00,TIME_EXIT,0.62186,1,0.62218,-0.0003,-0.05,0,0.0002,0.03,-0.001,-0.15,0.02,0.00,3
126,Entry long,2025-01-03 06:00,AUDUSD_HL_BASE,0.62218,1,0.62218,-0.0003,-0.05,0,0.0002,0.03,-0.001,-0.15,0.02,0.00,3
127,Exit long,2025-01-15 08:00,TP_OR_SL,0.62226,1,0.62026,0.002,0.32,0,0.002,0.32,-0.001,-0.14,0.02,0.00,2
127,Entry long,2025-01-15 06:00,AUDUSD_HL_BASE,0.62026,1,0.62026,0.002,0.32,0,0.002,0.32,-0.001,-0.14,0.02,0.00,2
128,Exit long,2025-02-04 09:00,TIME_EXIT,0.62296,1,0.62064,0.002,0.37,0,0.003,0.40,-0.0002,-0.03,0.02,0.00,3
128,Entry long,2025-02-04 06:00,AUDUSD_HL_BASE,0.62064,1,0.62064,0.002,0.37,0,0.003,0.40,-0.0002,-0.03,0.02,0.00,3
129,Exit long,2025-02-05 09:00,TIME_EXIT,0.62812,1,0.62818,-0.0001,-0.01,0,0.001,0.08,-0.001,-0.11,0.02,0.00,3
129,Entry long,2025-02-05 06:00,AUDUSD_HL_BASE,0.62818,1,0.62818,-0.0001,-0.01,0,0.001,0.08,-0.001,-0.11,0.02,0.00,3
130,Exit long,2025-03-04 08:00,TP_OR_SL,0.62245,1,0.62367,-0.001,-0.20,0,0.001,0.12,-0.001,-0.20,0.02,0.00,2
130,Entry long,2025-03-04 06:00,AUDUSD_HL_BODY_EXTREME,0.62367,1,0.62367,-0.001,-0.20,0,0.001,0.12,-0.001,-0.20,0.02,0.00,2
131,Exit long,2025-03-05 09:00,TP_OR_SL,0.63053,1,0.62794,0.003,0.41,0,0.003,0.41,-0.001,-0.14,0.02,0.00,3
131,Entry long,2025-03-05 06:00,AUDUSD_HL_BASE,0.62794,1,0.62794,0.003,0.41,0,0.003,0.41,-0.001,-0.14,0.02,0.00,3
132,Exit long,2025-03-14 08:00,TP_OR_SL,0.63252,1,0.63059,0.002,0.31,0,0.002,0.31,-0.00001,0.00,0.03,0.00,1
132,Entry long,2025-03-14 07:00,AUDUSD_HL_BASE,0.63059,1,0.63059,0.002,0.31,0,0.002,0.31,-0.00001,0.00,0.03,0.00,1
133,Exit long,2025-03-17 08:00,TP_OR_SL,0.63427,1,0.63506,-0.001,-0.12,0,0.0002,0.03,-0.001,-0.12,0.03,0.00,1
133,Entry long,2025-03-17 07:00,AUDUSD_HL_BASE,0.63506,1,0.63506,-0.001,-0.12,0,0.0002,0.03,-0.001,-0.12,0.03,0.00,1
134,Exit long,2025-03-25 10:00,TP_OR_SL,0.6308,1,0.63178,-0.001,-0.16,0,0.001,0.12,-0.001,-0.16,0.02,0.00,3
134,Entry long,2025-03-25 07:00,AUDUSD_HL_BASE,0.63178,1,0.63178,-0.001,-0.16,0,0.001,0.12,-0.001,-0.16,0.02,0.00,3
135,Exit long,2025-03-27 09:00,TP_OR_SL,0.63032,1,0.63142,-0.001,-0.17,0,0.0002,0.03,-0.001,-0.17,0.02,0.00,2
135,Entry long,2025-03-27 07:00,AUDUSD_HL_BASE,0.63142,1,0.63142,-0.001,-0.17,0,0.0002,0.03,-0.001,-0.17,0.02,0.00,2
136,Exit long,2025-04-03 10:00,TIME_EXIT,0.63723,1,0.63596,0.001,0.20,0,0.003,0.46,-0.001,-0.19,0.02,0.00,3
136,Entry long,2025-04-03 07:00,AUDUSD_HL_BODY_EXTREME,0.63596,1,0.63596,0.001,0.20,0,0.003,0.46,-0.001,-0.19,0.02,0.00,3
137,Exit long,2025-04-10 10:00,TIME_EXIT,0.62452,1,0.61852,0.01,0.97,0,0.01,0.97,-0.001,-0.18,0.03,0.00,3
137,Entry long,2025-04-10 07:00,AUDUSD_HL_BASE,0.61852,1,0.61852,0.01,0.97,0,0.01,0.97,-0.001,-0.18,0.03,0.00,3
138,Exit long,2025-04-11 10:00,TIME_EXIT,0.62356,1,0.62396,-0.0004,-0.06,0,0.005,0.78,-0.002,-0.26,0.03,0.00,3
138,Entry long,2025-04-11 07:00,AUDUSD_HL_BASE,0.62396,1,0.62396,-0.0004,-0.06,0,0.005,0.78,-0.002,-0.26,0.03,0.00,3
139,Exit long,2025-04-15 10:00,TIME_EXIT,0.63726,1,0.63596,0.001,0.20,0,0.002,0.37,-0.0003,-0.04,0.03,0.00,3
139,Entry long,2025-04-15 07:00,AUDUSD_HL_BASE,0.63596,1,0.63596,0.001,0.20,0,0.002,0.37,-0.0003,-0.04,0.03,0.00,3
140,Exit long,2025-04-16 10:00,TIME_EXIT,0.63825,1,0.63734,0.001,0.14,0,0.001,0.17,-0.001,-0.23,0.03,0.00,3
140,Entry long,2025-04-16 07:00,AUDUSD_HL_BASE,0.63734,1,0.63734,0.001,0.14,0,0.001,0.17,-0.001,-0.23,0.03,0.00,3
141,Exit long,2025-04-17 09:00,TP_OR_SL,0.63843,1,0.63596,0.002,0.39,0,0.002,0.39,-0.00004,-0.01,0.04,0.00,2
141,Entry long,2025-04-17 07:00,AUDUSD_HL_BASE,0.63596,1,0.63596,0.002,0.39,0,0.002,0.39,-0.00004,-0.01,0.04,0.00,2
142,Exit long,2025-05-02 08:00,TP_OR_SL,0.64195,1,0.64333,-0.001,-0.21,0,0,0.00,-0.001,-0.21,0.03,0.00,1
142,Entry long,2025-05-02 07:00,AUDUSD_HL_BASE,0.64333,1,0.64333,-0.001,-0.21,0,0,0.00,-0.001,-0.21,0.03,0.00,1
143,Exit long,2025-05-05 10:00,TIME_EXIT,0.64808,1,0.6484,-0.0003,-0.05,0,0.001,0.14,-0.001,-0.19,0.03,0.00,3
143,Entry long,2025-05-05 07:00,AUDUSD_HL_BASE,0.6484,1,0.6484,-0.0003,-0.05,0,0.001,0.14,-0.001,-0.19,0.03,0.00,3
144,Exit long,2025-05-06 10:00,TIME_EXIT,0.64786,1,0.6463,0.002,0.24,0,0.002,0.36,-0.0005,-0.07,0.03,0.00,3
144,Entry long,2025-05-06 07:00,AUDUSD_HL_BODY_EXTREME,0.6463,1,0.6463,0.002,0.24,0,0.002,0.36,-0.0005,-0.07,0.03,0.00,3
145,Exit long,2025-05-19 09:00,TP_OR_SL,0.64378,1,0.64492,-0.001,-0.18,0,0.0001,0.01,-0.001,-0.18,0.03,0.00,2
145,Entry long,2025-05-19 07:00,AUDUSD_HL_BASE,0.64492,1,0.64492,-0.001,-0.18,0,0.0001,0.01,-0.001,-0.18,0.03,0.00,2
146,Exit long,2025-06-04 10:00,TIME_EXIT,0.65006,1,0.64832,0.002,0.27,0,0.002,0.29,0,0.00,0.04,0.00,3
146,Entry long,2025-06-04 07:00,AUDUSD_HL_BASE,0.64832,1,0.64832,0.002,0.27,0,0.002,0.29,0,0.00,0.04,0.00,3
147,Exit long,2025-06-12 10:00,TIME_EXIT,0.65273,1,0.65148,0.001,0.19,0,0.002,0.29,-0.0001,-0.02,0.04,0.00,3
147,Entry long,2025-06-12 07:00,AUDUSD_HL_BASE,0.65148,1,0.65148,0.001,0.19,0,0.002,0.29,-0.0001,-0.02,0.04,0.00,3
148,Exit long,2025-06-16 10:00,TP_OR_SL,0.65502,1,0.65244,0.003,0.40,0,0.003,0.40,-0.0004,-0.07,0.04,0.00,3
148,Entry long,2025-06-16 07:00,AUDUSD_HL_BODY_EXTREME,0.65244,1,0.65244,0.003,0.40,0,0.003,0.40,-0.0004,-0.07,0.04,0.00,3
149,Exit long,2025-06-17 08:00,TP_OR_SL,0.65251,1,0.65368,-0.001,-0.18,0,0.0004,0.06,-0.001,-0.18,0.04,0.00,1
149,Entry long,2025-06-17 07:00,AUDUSD_HL_BASE,0.65368,1,0.65368,-0.001,-0.18,0,0.0004,0.06,-0.001,-0.18,0.04,0.00,1
150,Exit long,2025-06-24 09:00,TP_OR_SL,0.64949,1,0.65088,-0.001,-0.21,0,0.0003,0.05,-0.001,-0.21,0.04,0.00,2
150,Entry long,2025-06-24 07:00,AUDUSD_HL_BASE,0.65088,1,0.65088,-0.001,-0.21,0,0.0003,0.05,-0.001,-0.21,0.04,0.00,2
151,Exit long,2025-07-11 10:00,TIME_EXIT,0.65739,1,0.65796,-0.001,-0.09,0,0.001,0.16,-0.001,-0.15,0.04,0.00,3
151,Entry long,2025-07-11 07:00,AUDUSD_HL_BASE,0.65796,1,0.65796,-0.001,-0.09,0,0.001,0.16,-0.001,-0.15,0.04,0.00,3
152,Exit long,2025-07-18 09:00,TP_OR_SL,0.65392,1,0.65226,0.002,0.25,0,0.002,0.25,-0.0001,-0.01,0.04,0.00,2
152,Entry long,2025-07-18 07:00,AUDUSD_HL_BASE,0.65226,1,0.65226,0.002,0.25,0,0.002,0.25,-0.0001,-0.01,0.04,0.00,2
153,Exit long,2025-07-21 10:00,TIME_EXIT,0.65254,1,0.65237,0.0002,0.03,0,0.001,0.11,-0.001,-0.13,0.04,0.00,3
153,Entry long,2025-07-21 07:00,AUDUSD_HL_BODY_EXTREME,0.65237,1,0.65237,0.0002,0.03,0,0.001,0.11,-0.001,-0.13,0.04,0.00,3
154,Exit long,2025-07-23 08:00,TP_OR_SL,0.65894,1,0.65982,-0.001,-0.13,0,0.0003,0.04,-0.001,-0.13,0.04,0.00,1
154,Entry long,2025-07-23 07:00,AUDUSD_HL_BODY_EXTREME,0.65982,1,0.65982,-0.001,-0.13,0,0.0003,0.04,-0.001,-0.13,0.04,0.00,1
155,Exit long,2025-08-04 10:00,TIME_EXIT,0.64712,1,0.6482,-0.001,-0.17,0,0.001,0.12,-0.001,-0.17,0.04,0.00,3
155,Entry long,2025-08-04 07:00,AUDUSD_HL_BASE,0.6482,1,0.6482,-0.001,-0.17,0,0.001,0.12,-0.001,-0.17,0.04,0.00,3
156,Exit long,2025-08-06 08:00,TP_OR_SL,0.64962,1,0.65048,-0.001,-0.13,0,0.0001,0.02,-0.001,-0.13,0.04,0.00,1
156,Entry long,2025-08-06 07:00,AUDUSD_HL_BASE,0.65048,1,0.65048,-0.001,-0.13,0,0.0001,0.02,-0.001,-0.13,0.04,0.00,1
157,Exit long,2025-08-15 08:00,TP_OR_SL,0.65056,1,0.65135,-0.001,-0.12,0,0.001,0.08,-0.001,-0.12,0.03,0.00,1
157,Entry long,2025-08-15 07:00,AUDUSD_HL_BASE,0.65135,1,0.65135,-0.001,-0.12,0,0.001,0.08,-0.001,-0.12,0.03,0.00,1
158,Exit long,2025-08-25 09:00,TP_OR_SL,0.64893,1,0.6499,-0.001,-0.15,0,0.0001,0.01,-0.001,-0.15,0.03,0.00,2
158,Entry long,2025-08-25 07:00,AUDUSD_HL_BODY_EXTREME,0.6499,1,0.6499,-0.001,-0.15,0,0.0001,0.01,-0.001,-0.15,0.03,0.00,2
159,Exit long,2025-08-26 09:00,TP_OR_SL,0.64812,1,0.64902,-0.001,-0.14,0,0.0003,0.05,-0.001,-0.14,0.03,0.00,2
159,Entry long,2025-08-26 07:00,AUDUSD_HL_BASE,0.64902,1,0.64902,-0.001,-0.14,0,0.0003,0.05,-0.001,-0.14,0.03,0.00,2
160,Exit long,2025-08-28 09:00,TP_OR_SL,0.65199,1,0.65274,-0.001,-0.11,0,0.001,0.11,-0.001,-0.11,0.03,0.00,2
160,Entry long,2025-08-28 07:00,AUDUSD_HL_BASE,0.65274,1,0.65274,-0.001,-0.11,0,0.001,0.11,-0.001,-0.11,0.03,0.00,2
161,Exit long,2025-09-03 10:00,TIME_EXIT,0.6544,1,0.65358,0.001,0.13,0,0.001,0.21,-0.001,-0.08,0.03,0.00,3
161,Entry long,2025-09-03 07:00,AUDUSD_HL_BODY_EXTREME,0.65358,1,0.65358,0.001,0.13,0,0.001,0.21,-0.001,-0.08,0.03,0.00,3
162,Exit long,2025-09-08 10:00,TIME_EXIT,0.65844,1,0.65908,-0.001,-0.10,0,0.001,0.12,-0.001,-0.12,0.03,0.00,3
162,Entry long,2025-09-08 07:00,AUDUSD_HL_BASE,0.65908,1,0.65908,-0.001,-0.10,0,0.001,0.12,-0.001,-0.12,0.03,0.00,3
163,Exit long,2025-09-10 08:00,TP_OR_SL,0.66239,1,0.66065,0.002,0.26,0,0.002,0.26,-0.001,-0.08,0.03,0.00,1
163,Entry long,2025-09-10 07:00,AUDUSD_HL_BASE,0.66065,1,0.66065,0.002,0.26,0,0.002,0.26,-0.001,-0.08,0.03,0.00,1
164,Exit long,2025-09-15 10:00,TIME_EXIT,0.66594,1,0.666,-0.0001,-0.01,0,0.001,0.13,-0.001,-0.10,0.03,0.00,3
164,Entry long,2025-09-15 07:00,AUDUSD_HL_BASE,0.666,1,0.666,-0.0001,-0.01,0,0.001,0.13,-0.001,-0.10,0.03,0.00,3
165,Exit long,2025-09-16 08:00,TP_OR_SL,0.6666,1,0.6674,-0.001,-0.12,0,0.0002,0.03,-0.001,-0.12,0.03,0.00,1
165,Entry long,2025-09-16 07:00,AUDUSD_HL_BODY_EXTREME,0.6674,1,0.6674,-0.001,-0.12,0,0.0002,0.03,-0.001,-0.12,0.03,0.00,1
166,Exit long,2025-09-17 10:00,TIME_EXIT,0.66708,1,0.66759,-0.001,-0.08,0,0.001,0.11,-0.001,-0.08,0.03,0.00,3
166,Entry long,2025-09-17 07:00,AUDUSD_HL_BASE,0.66759,1,0.66759,-0.001,-0.08,0,0.001,0.11,-0.001,-0.08,0.03,0.00,3
167,Exit long,2025-10-01 10:00,TP_OR_SL,0.66057,1,0.66151,-0.001,-0.14,0,0.001,0.21,-0.001,-0.14,0.03,0.00,3
167,Entry long,2025-10-01 07:00,AUDUSD_HL_BASE,0.66151,1,0.66151,-0.001,-0.14,0,0.001,0.21,-0.001,-0.14,0.03,0.00,3
