Trade number,Type,Date and time,Signal,Price JPY,Size (qty),Size (value),Net PnL JPY,Return %,Commission JPY,Favorable excursion JPY,Favorable excursion %,Adverse excursion JPY,Adverse excursion %,Cumulative PnL JPY,Cumulative PnL %,Duration (bars)
83,Exit long,2024-01-03 09:00,TP_OR_SL,143.406,0.69,98.62515,0.32,0.33,0,0.32,0.33,-0.1,-0.10,2.63,0.03,3
83,Entry long,2024-01-03 06:00,BODY_EXTREME_LONG,142.935,0.69,98.62515,0.32,0.33,0,0.32,0.33,-0.1,-0.10,2.63,0.03,3
84,Exit long,2024-01-04 11:00,TIME_EXIT,144.595,0.69,99.72984,0.04,0.04,0,0.22,0.22,-0.05,-0.05,2.67,0.03,3
84,Entry long,2024-01-04 08:00,BODY_EXTREME_LONG,144.536,0.69,99.72984,0.04,0.04,0,0.22,0.22,-0.05,-0.05,2.67,0.03,3
85,Exit long,2024-01-10 10:00,TIME_EXIT,145.616,0.68,98.78904,0.23,0.23,0,0.27,0.28,-0.09,-0.09,2.9,0.03,3
85,Entry long,2024-01-10 07:00,BODY_EXTREME_LONG,145.278,0.68,98.78904,0.23,0.23,0,0.27,0.28,-0.09,-0.09,2.9,0.03,3
86,Exit long,2024-01-11 09:00,TP_OR_SL,145.98,0.68,99.45136,-0.18,-0.19,0,0.11,0.11,-0.18,-0.19,2.72,0.03,1
86,Entry long,2024-01-11 08:00,BODY_EXTREME_LONG,146.252,0.68,99.45136,-0.18,-0.19,0,0.11,0.11,-0.18,-0.19,2.72,0.03,1
87,Exit long,2024-01-12 08:00,TP_OR_SL,145.115,0.68,98.85228,-0.17,-0.18,0,0.14,0.14,-0.17,-0.18,2.55,0.03,1
87,Entry long,2024-01-12 07:00,BODY_EXTREME_LONG,145.371,0.68,98.85228,-0.17,-0.18,0,0.14,0.14,-0.17,-0.18,2.55,0.03,1
88,Exit long,2024-01-15 10:00,TIME_EXIT,145.791,0.68,99.17528,-0.04,-0.04,0,0.07,0.07,-0.11,-0.12,2.51,0.03,3
88,Entry long,2024-01-15 07:00,BODY_EXTREME_LONG,145.846,0.68,99.17528,-0.04,-0.04,0,0.07,0.07,-0.11,-0.12,2.51,0.03,3
89,Exit long,2024-01-16 12:00,TP_OR_SL,147.232,0.68,99.79476,0.32,0.32,0,0.32,0.32,-0.1,-0.10,2.83,0.03,3
89,Entry long,2024-01-16 09:00,BODY_EXTREME_LONG,146.757,0.68,99.79476,0.32,0.32,0,0.32,0.32,-0.1,-0.10,2.83,0.03,3
90,Exit long,2024-01-17 10:00,TP_OR_SL,148.387,0.67,99.11913,0.3,0.30,0,0.3,0.30,-0.04,-0.04,3.13,0.03,2
90,Entry long,2024-01-17 08:00,BODY_EXTREME_LONG,147.939,0.67,99.11913,0.3,0.30,0,0.3,0.30,-0.04,-0.04,3.13,0.03,2
91,Exit long,2024-01-18 09:00,TP_OR_SL,148.015,0.67,99.31477,-0.14,-0.15,0,0.01,0.01,-0.14,-0.15,2.99,0.03,1
91,Entry long,2024-01-18 08:00,BODY_EXTREME_LONG,148.231,0.67,99.31477,-0.14,-0.15,0,0.01,0.01,-0.14,-0.15,2.99,0.03,1
92,Exit long,2024-01-29 10:00,TP_OR_SL,147.805,0.67,99.14124,-0.11,-0.11,0,0.08,0.08,-0.11,-0.11,2.87,0.03,3
92,Entry long,2024-01-29 07:00,BODY_EXTREME_LONG,147.972,0.67,99.14124,-0.11,-0.11,0,0.08,0.08,-0.11,-0.11,2.87,0.03,3
93,Exit long,2024-02-05 09:00,TP_OR_SL,148.413,0.67,99.58344,-0.15,-0.15,0,0.03,0.03,-0.15,-0.15,2.73,0.03,2
93,Entry long,2024-02-05 07:00,BODY_EXTREME_LONG,148.632,0.67,99.58344,-0.15,-0.15,0,0.03,0.03,-0.15,-0.15,2.73,0.03,2
94,Exit long,2024-02-08 11:00,TIME_EXIT,149.247,0.66,98.5974,-0.09,-0.10,0,0.06,0.06,-0.13,-0.13,2.63,0.03,3
94,Entry long,2024-02-08 08:00,BODY_EXTREME_LONG,149.39,0.66,98.5974,-0.09,-0.10,0,0.06,0.06,-0.13,-0.13,2.63,0.03,3
95,Exit long,2024-02-12 10:00,TP_OR_SL,149.475,0.67,99.96802,0.18,0.18,0,0.18,0.18,-0.03,-0.03,2.81,0.03,2
95,Entry long,2024-02-12 08:00,BODY_EXTREME_LONG,149.206,0.67,99.96802,0.18,0.18,0,0.18,0.18,-0.03,-0.03,2.81,0.03,2
96,Exit long,2024-02-13 11:00,TIME_EXIT,150.724,0.66,99.28776,0.19,0.19,0,0.21,0.22,-0.09,-0.09,3,0.03,3
96,Entry long,2024-02-13 08:00,BODY_EXTREME_LONG,150.436,0.66,99.28776,0.19,0.19,0,0.21,0.22,-0.09,-0.09,3,0.03,3
97,Exit long,2024-02-14 09:00,TP_OR_SL,150.559,0.66,99.4719,-0.1,-0.10,0,0.01,0.01,-0.1,-0.10,2.9,0.03,1
97,Entry long,2024-02-14 08:00,BODY_EXTREME_LONG,150.715,0.66,99.4719,-0.1,-0.10,0,0.01,0.01,-0.1,-0.10,2.9,0.03,1
98,Exit long,2024-02-16 10:00,TP_OR_SL,150.366,0.66,99.34386,-0.1,-0.10,0,0.08,0.08,-0.1,-0.10,2.8,0.03,2
98,Entry long,2024-02-16 08:00,BODY_EXTREME_LONG,150.521,0.66,99.34386,-0.1,-0.10,0,0.08,0.08,-0.1,-0.10,2.8,0.03,2
99,Exit long,2024-02-22 10:00,TIME_EXIT,150.506,0.66,99.26928,0.06,0.07,0,0.16,0.16,-0.02,-0.02,2.86,0.03,3
99,Entry long,2024-02-22 07:00,BODY_EXTREME_LONG,150.408,0.66,99.26928,0.06,0.07,0,0.16,0.16,-0.02,-0.02,2.86,0.03,3
100,Exit long,2024-02-26 07:00,TP_OR_SL,150.574,0.66,99.4554,-0.08,-0.08,0,0.001,0.00,-0.08,-0.08,2.79,0.03,1
100,Entry long,2024-02-26 06:00,BODY_EXTREME_LONG,150.69,0.66,99.4554,-0.08,-0.08,0,0.001,0.00,-0.08,-0.08,2.79,0.03,1
101,Exit long,2024-03-14 12:00,TIME_EXIT,148.19,0.67,99.16,0.13,0.13,0,0.22,0.22,-0.05,-0.05,2.91,0.03,3
101,Entry long,2024-03-14 09:00,BODY_EXTREME_LONG,148,0.67,99.16,0.13,0.13,0,0.22,0.22,-0.05,-0.05,2.91,0.03,3
102,Exit long,2024-03-15 12:00,TIME_EXIT,149.096,0.67,99.77774,0.12,0.12,0,0.16,0.16,-0.07,-0.07,3.03,0.03,3
102,Entry long,2024-03-15 09:00,BODY_EXTREME_LONG,148.922,0.67,99.77774,0.12,0.12,0,0.16,0.16,-0.07,-0.07,3.03,0.03,3
103,Exit long,2024-03-18 11:00,TP_OR_SL,149.13,0.67,100.02162,-0.1,-0.10,0,0.01,0.01,-0.1,-0.10,2.93,0.03,1
103,Entry long,2024-03-18 10:00,BODY_EXTREME_LONG,149.286,0.67,100.02162,-0.1,-0.10,0,0.01,0.01,-0.1,-0.10,2.93,0.03,1
104,Exit long,2024-03-21 13:00,TIME_EXIT,151.726,0.66,99.99528,0.14,0.14,0,0.16,0.16,-0.02,-0.02,3.07,0.03,3
104,Entry long,2024-03-21 10:00,BODY_EXTREME_LONG,151.508,0.66,99.99528,0.14,0.14,0,0.16,0.16,-0.02,-0.02,3.07,0.03,3
105,Exit long,2024-03-26 10:00,TIME_EXIT,151.385,0.66,99.91608,-0.002,0.00,0,0.06,0.06,-0.06,-0.06,3.07,0.03,3
105,Entry long,2024-03-26 07:00,BODY_EXTREME_LONG,151.388,0.66,99.91608,-0.002,0.00,0,0.06,0.06,-0.06,-0.06,3.07,0.03,3
106,Exit long,2024-04-01 09:00,TP_OR_SL,151.615,0.66,99.96228,0.1,0.10,0,0.1,0.10,-0.01,-0.01,3.17,0.03,1
106,Entry long,2024-04-01 08:00,BODY_EXTREME_LONG,151.458,0.66,99.96228,0.1,0.10,0,0.1,0.10,-0.01,-0.01,3.17,0.03,1
107,Exit long,2024-04-03 10:00,TP_OR_SL,151.766,0.65,98.7038,-0.06,-0.06,0,0.07,0.07,-0.06,-0.06,3.12,0.03,2
107,Entry long,2024-04-03 08:00,BODY_EXTREME_LONG,151.852,0.65,98.7038,-0.06,-0.06,0,0.07,0.07,-0.06,-0.06,3.12,0.03,2
108,Exit long,2024-04-10 09:00,TP_OR_SL,152.608,0.65,99.0509,0.14,0.15,0,0.14,0.15,-0.01,-0.01,3.26,0.03,1
108,Entry long,2024-04-10 08:00,BODY_EXTREME_LONG,152.386,0.65,99.0509,0.14,0.15,0,0.14,0.15,-0.01,-0.01,3.26,0.03,1
109,Exit long,2024-04-15 10:00,TP_OR_SL,154.17,0.64,98.7904,-0.12,-0.12,0,0.06,0.06,-0.12,-0.12,3.14,0.03,1
109,Entry long,2024-04-15 09:00,BODY_EXTREME_LONG,154.36,0.64,98.7904,-0.12,-0.12,0,0.06,0.06,-0.12,-0.12,3.14,0.03,1
110,Exit long,2024-04-18 12:00,TIME_EXIT,154.622,0.64,98.89664,0.06,0.06,0,0.08,0.08,-0.04,-0.04,3.2,0.03,3
110,Entry long,2024-04-18 09:00,BODY_EXTREME_LONG,154.526,0.64,98.89664,0.06,0.06,0,0.08,0.08,-0.04,-0.04,3.2,0.03,3
111,Exit long,2024-04-19 10:00,TIME_EXIT,154.592,0.64,98.94656,-0.01,-0.01,0,0.02,0.02,-0.09,-0.09,3.19,0.03,3
111,Entry long,2024-04-19 07:00,BODY_EXTREME_LONG,154.604,0.64,98.94656,-0.01,-0.01,0,0.02,0.02,-0.09,-0.09,3.19,0.03,3
112,Exit long,2024-04-26 13:00,TIME_EXIT,157.704,0.63,99.07758,0.28,0.28,0,0.33,0.34,-0.04,-0.04,3.47,0.03,3
112,Entry long,2024-04-26 10:00,BODY_EXTREME_LONG,157.266,0.63,99.07758,0.28,0.28,0,0.33,0.34,-0.04,-0.04,3.47,0.03,3
113,Exit long,2024-04-29 10:00,TIME_EXIT,156.682,0.64,99.98848,0.29,0.29,0,0.42,0.43,-0.09,-0.09,3.76,0.04,3
113,Entry long,2024-04-29 07:00,BODY_EXTREME_LONG,156.232,0.64,99.98848,0.29,0.29,0,0.42,0.43,-0.09,-0.09,3.76,0.04,3
114,Exit long,2024-04-30 11:00,TIME_EXIT,157.548,0.63,99.19728,0.06,0.06,0,0.08,0.08,-0.13,-0.13,3.81,0.04,3
114,Entry long,2024-04-30 08:00,BODY_EXTREME_LONG,157.456,0.63,99.19728,0.06,0.06,0,0.08,0.08,-0.13,-0.13,3.81,0.04,3
115,Exit long,2024-05-08 11:00,TP_OR_SL,155.43,0.64,99.59104,-0.12,-0.12,0,0.03,0.03,-0.12,-0.12,3.7,0.04,3
115,Entry long,2024-05-08 08:00,BODY_EXTREME_LONG,155.611,0.64,99.59104,-0.12,-0.12,0,0.03,0.03,-0.12,-0.12,3.7,0.04,3
116,Exit long,2024-05-10 09:00,TP_OR_SL,155.691,0.64,99.72928,-0.09,-0.09,0,0.02,0.02,-0.09,-0.09,3.61,0.04,1
116,Entry long,2024-05-10 08:00,BODY_EXTREME_LONG,155.827,0.64,99.72928,-0.09,-0.09,0,0.02,0.02,-0.09,-0.09,3.61,0.04,1
117,Exit long,2024-05-20 11:00,TIME_EXIT,156.098,0.64,99.9392,-0.04,-0.04,0,0.02,0.02,-0.1,-0.10,3.57,0.04,3
117,Entry long,2024-05-20 08:00,BODY_EXTREME_LONG,156.155,0.64,99.9392,-0.04,-0.04,0,0.02,0.02,-0.1,-0.10,3.57,0.04,3
118,Exit long,2024-05-22 09:00,TP_OR_SL,156.456,0.63,98.64792,-0.08,-0.08,0,0.01,0.01,-0.08,-0.08,3.49,0.03,2
118,Entry long,2024-05-22 07:00,BODY_EXTREME_LONG,156.584,0.63,98.64792,-0.08,-0.08,0,0.01,0.01,-0.08,-0.08,3.49,0.03,2
119,Exit long,2024-05-23 10:00,TP_OR_SL,156.931,0.63,98.96733,-0.1,-0.10,0,0.07,0.07,-0.1,-0.10,3.39,0.03,1
119,Entry long,2024-05-23 09:00,BODY_EXTREME_LONG,157.091,0.63,98.96733,-0.1,-0.10,0,0.07,0.07,-0.1,-0.10,3.39,0.03,1
120,Exit long,2024-05-29 11:00,TP_OR_SL,157.6,0.63,99.12546,0.16,0.16,0,0.16,0.16,-0.02,-0.02,3.56,0.04,2
120,Entry long,2024-05-29 09:00,BODY_EXTREME_LONG,157.342,0.63,99.12546,0.16,0.16,0,0.16,0.16,-0.02,-0.02,3.56,0.04,2
121,Exit long,2024-06-07 11:00,TP_OR_SL,156.634,0.63,98.88354,-0.2,-0.21,0,0.07,0.08,-0.2,-0.21,3.35,0.03,2
121,Entry long,2024-06-07 09:00,BODY_EXTREME_LONG,156.958,0.63,98.88354,-0.2,-0.21,0,0.07,0.08,-0.2,-0.21,3.35,0.03,2
122,Exit long,2024-06-17 10:00,TIME_EXIT,157.856,0.63,99.44424,0.01,0.01,0,0.07,0.07,-0.04,-0.04,3.36,0.03,3
122,Entry long,2024-06-17 07:00,BODY_EXTREME_LONG,157.848,0.63,99.44424,0.01,0.01,0,0.07,0.07,-0.04,-0.04,3.36,0.03,3
123,Exit long,2024-06-20 11:00,TIME_EXIT,158.776,0.63,99.88524,0.14,0.14,0,0.15,0.15,-0.03,-0.03,3.5,0.04,3
123,Entry long,2024-06-20 08:00,BODY_EXTREME_LONG,158.548,0.63,99.88524,0.14,0.14,0,0.15,0.15,-0.03,-0.03,3.5,0.04,3
124,Exit long,2024-06-21 10:00,TP_OR_SL,159.45,0.62,98.673,0.19,0.19,0,0.19,0.19,-0.01,-0.01,3.69,0.04,1
124,Entry long,2024-06-21 09:00,BODY_EXTREME_LONG,159.15,0.62,98.673,0.19,0.19,0,0.19,0.19,-0.01,-0.01,3.69,0.04,1
125,Exit long,2024-06-25 11:00,TIME_EXIT,159.684,0.62,98.99292,0.01,0.01,0,0.06,0.06,-0.06,-0.06,3.7,0.04,3
125,Entry long,2024-06-25 08:00,BODY_EXTREME_LONG,159.666,0.62,98.99292,0.01,0.01,0,0.06,0.06,-0.06,-0.06,3.7,0.04,3
126,Exit long,2024-06-26 12:00,TIME_EXIT,160.636,0.62,99.51496,0.08,0.08,0,0.19,0.20,-0.05,-0.05,3.78,0.04,3
126,Entry long,2024-06-26 09:00,BODY_EXTREME_LONG,160.508,0.62,99.51496,0.08,0.08,0,0.19,0.20,-0.05,-0.05,3.78,0.04,3
127,Exit long,2024-07-01 10:00,TP_OR_SL,161.186,0.61,98.42594,-0.1,-0.10,0,0.19,0.20,-0.1,-0.10,3.67,0.04,2
127,Entry long,2024-07-01 08:00,BODY_EXTREME_LONG,161.354,0.61,98.42594,-0.1,-0.10,0,0.19,0.20,-0.1,-0.10,3.67,0.04,2
128,Exit long,2024-07-09 10:00,TP_OR_SL,160.971,0.62,99.89502,-0.09,-0.09,0,0.03,0.03,-0.09,-0.09,3.58,0.04,3
128,Entry long,2024-07-09 07:00,BODY_EXTREME_LONG,161.121,0.62,99.89502,-0.09,-0.09,0,0.03,0.03,-0.09,-0.09,3.58,0.04,3
129,Exit long,2024-07-10 13:00,TIME_EXIT,161.746,0.61,98.61504,0.05,0.05,0,0.06,0.06,-0.02,-0.02,3.63,0.04,3
129,Entry long,2024-07-10 10:00,BODY_EXTREME_LONG,161.664,0.61,98.61504,0.05,0.05,0,0.06,0.06,-0.02,-0.02,3.63,0.04,3
130,Exit long,2024-07-19 10:00,TP_OR_SL,157.392,0.63,99.33588,-0.18,-0.18,0,0.02,0.02,-0.18,-0.18,3.45,0.03,2
130,Entry long,2024-07-19 08:00,BODY_EXTREME_LONG,157.676,0.63,99.33588,-0.18,-0.18,0,0.02,0.02,-0.18,-0.18,3.45,0.03,2
131,Exit long,2024-08-08 11:00,TIME_EXIT,147.094,0.68,100.00352,0.02,0.02,0,0.33,0.33,-0.1,-0.10,3.47,0.03,3
131,Entry long,2024-08-08 08:00,BODY_EXTREME_LONG,147.064,0.68,100.00352,0.02,0.02,0,0.33,0.33,-0.1,-0.10,3.47,0.03,3
132,Exit long,2024-08-12 09:00,TP_OR_SL,148.069,0.67,98.87458,0.33,0.34,0,0.33,0.34,-0.03,-0.04,3.8,0.04,2
132,Entry long,2024-08-12 07:00,BODY_EXTREME_LONG,147.574,0.67,98.87458,0.33,0.34,0,0.33,0.34,-0.03,-0.04,3.8,0.04,2
133,Exit long,2024-08-15 11:00,TIME_EXIT,148.914,0.67,99.80186,-0.03,-0.03,0,0.25,0.25,-0.12,-0.12,3.77,0.04,3
133,Entry long,2024-08-15 08:00,BODY_EXTREME_LONG,148.958,0.67,99.80186,-0.03,-0.03,0,0.25,0.25,-0.12,-0.12,3.77,0.04,3
134,Exit long,2024-08-29 11:00,TP_OR_SL,145.1,0.68,98.86928,-0.2,-0.20,0,0.11,0.11,-0.2,-0.20,3.57,0.04,3
134,Entry long,2024-08-29 08:00,BODY_EXTREME_LONG,145.396,0.68,98.86928,-0.2,-0.20,0,0.11,0.11,-0.2,-0.20,3.57,0.04,3
135,Exit long,2024-08-30 10:00,TIME_EXIT,145.589,0.68,98.89104,0.11,0.11,0,0.22,0.22,-0.12,-0.12,3.68,0.04,3
135,Entry long,2024-08-30 07:00,BODY_EXTREME_LONG,145.428,0.68,98.89104,0.11,0.11,0,0.22,0.22,-0.12,-0.12,3.68,0.04,3
136,Exit long,2024-09-02 10:00,TIME_EXIT,146.962,0.68,99.95388,-0.02,-0.02,0,0.13,0.13,-0.11,-0.11,3.66,0.04,3
136,Entry long,2024-09-02 07:00,BODY_EXTREME_LONG,146.991,0.68,99.95388,-0.02,-0.02,0,0.13,0.13,-0.11,-0.11,3.66,0.04,3
137,Exit long,2024-09-03 08:00,TP_OR_SL,145.906,0.68,99.39968,-0.18,-0.18,0,0.08,0.08,-0.18,-0.18,3.48,0.03,1
137,Entry long,2024-09-03 07:00,BODY_EXTREME_LONG,146.176,0.68,99.39968,-0.18,-0.18,0,0.08,0.08,-0.18,-0.18,3.48,0.03,1
138,Exit long,2024-09-18 13:00,TIME_EXIT,141.993,0.7,99.4028,-0.01,-0.01,0,0.04,0.05,-0.13,-0.14,3.47,0.03,3
138,Entry long,2024-09-18 10:00,BODY_EXTREME_LONG,142.004,0.7,99.4028,-0.01,-0.01,0,0.04,0.05,-0.13,-0.14,3.47,0.03,3
139,Exit long,2024-09-19 10:00,TP_OR_SL,143.248,0.69,99.19302,-0.35,-0.35,0,0.01,0.01,-0.35,-0.35,3.12,0.03,2
139,Entry long,2024-09-19 08:00,BODY_EXTREME_LONG,143.758,0.69,99.19302,-0.35,-0.35,0,0.01,0.01,-0.35,-0.35,3.12,0.03,2
140,Exit long,2024-09-20 11:00,TP_OR_SL,143.959,0.69,99.65118,-0.32,-0.32,0,0.05,0.05,-0.32,-0.32,2.8,0.03,1
140,Entry long,2024-09-20 10:00,BODY_EXTREME_LONG,144.422,0.69,99.65118,-0.32,-0.32,0,0.05,0.05,-0.32,-0.32,2.8,0.03,1
141,Exit long,2024-09-23 11:00,TIME_EXIT,143.594,0.69,99.20406,-0.12,-0.13,0,0.4,0.40,-0.2,-0.20,2.68,0.03,3
141,Entry long,2024-09-23 08:00,BODY_EXTREME_LONG,143.774,0.69,99.20406,-0.12,-0.13,0,0.4,0.40,-0.2,-0.20,2.68,0.03,3
142,Exit long,2024-09-25 13:00,TIME_EXIT,144.553,0.69,99.6084,0.13,0.13,0,0.26,0.27,-0.03,-0.03,2.81,0.03,3
142,Entry long,2024-09-25 10:00,BODY_EXTREME_LONG,144.36,0.69,99.6084,0.13,0.13,0,0.26,0.27,-0.03,-0.03,2.81,0.03,3
143,Exit long,2024-10-02 10:00,TP_OR_SL,146.137,0.68,98.85092,0.52,0.53,0,0.52,0.53,-0.05,-0.05,3.33,0.03,2
143,Entry long,2024-10-02 08:00,BODY_EXTREME_LONG,145.369,0.68,98.85092,0.52,0.53,0,0.52,0.53,-0.05,-0.05,3.33,0.03,2
144,Exit long,2024-10-04 08:00,TP_OR_SL,147.039,0.68,99.6812,0.31,0.31,0,0.31,0.31,-0.08,-0.08,3.64,0.04,1
144,Entry long,2024-10-04 07:00,BODY_EXTREME_LONG,146.59,0.68,99.6812,0.31,0.31,0,0.31,0.31,-0.08,-0.08,3.64,0.04,1
145,Exit long,2024-10-08 12:00,TIME_EXIT,148.152,0.67,99.33018,-0.07,-0.07,0,0.07,0.07,-0.14,-0.14,3.57,0.04,3
145,Entry long,2024-10-08 09:00,BODY_EXTREME_LONG,148.254,0.67,99.33018,-0.07,-0.07,0,0.07,0.07,-0.14,-0.14,3.57,0.04,3
146,Exit long,2024-10-09 11:00,TIME_EXIT,149.201,0.67,99.77104,0.19,0.19,0,0.24,0.24,-0.06,-0.07,3.76,0.04,3
146,Entry long,2024-10-09 08:00,BODY_EXTREME_LONG,148.912,0.67,99.77104,0.19,0.19,0,0.24,0.24,-0.06,-0.07,3.76,0.04,3
147,Exit long,2024-10-11 12:00,TP_OR_SL,149.023,0.67,100.00621,-0.16,-0.16,0,0.005,0.00,-0.16,-0.16,3.6,0.04,2
147,Entry long,2024-10-11 10:00,BODY_EXTREME_LONG,149.263,0.67,100.00621,-0.16,-0.16,0,0.005,0.00,-0.16,-0.16,3.6,0.04,2
148,Exit long,2024-10-14 11:00,TIME_EXIT,149.828,0.66,98.83038,0.06,0.06,0,0.15,0.15,-0.03,-0.03,3.66,0.04,3
148,Entry long,2024-10-14 08:00,BODY_EXTREME_LONG,149.743,0.66,98.83038,0.06,0.06,0,0.15,0.15,-0.03,-0.03,3.66,0.04,3
149,Exit long,2024-10-15 08:00,TP_OR_SL,149.16,0.66,98.57496,-0.13,-0.13,0,0.04,0.04,-0.13,-0.13,3.53,0.04,1
149,Entry long,2024-10-15 07:00,BODY_EXTREME_LONG,149.356,0.66,98.57496,-0.13,-0.13,0,0.04,0.04,-0.13,-0.13,3.53,0.04,1
150,Exit long,2024-10-16 13:00,TIME_EXIT,149.755,0.66,98.7558,0.08,0.08,0,0.11,0.11,-0.06,-0.06,3.61,0.04,3
150,Entry long,2024-10-16 10:00,BODY_EXTREME_LONG,149.63,0.66,98.7558,0.08,0.08,0,0.11,0.11,-0.06,-0.06,3.61,0.04,3
151,Exit long,2024-10-17 13:00,TIME_EXIT,150.253,0.66,99.01452,0.15,0.15,0,0.18,0.19,-0.07,-0.07,3.76,0.04,3
151,Entry long,2024-10-17 10:00,BODY_EXTREME_LONG,150.022,0.66,99.01452,0.15,0.15,0,0.18,0.19,-0.07,-0.07,3.76,0.04,3
152,Exit long,2024-10-21 12:00,TP_OR_SL,150.539,0.66,99.08712,0.27,0.27,0,0.27,0.27,-0.03,-0.03,4.03,0.04,3
152,Entry long,2024-10-21 09:00,BODY_EXTREME_LONG,150.132,0.66,99.08712,0.27,0.27,0,0.27,0.27,-0.03,-0.03,4.03,0.04,3
153,Exit long,2024-10-23 10:00,TIME_EXIT,153.026,0.65,99.4877,-0.02,-0.02,0,0.09,0.09,-0.14,-0.14,4.01,0.04,3
153,Entry long,2024-10-23 07:00,BODY_EXTREME_LONG,153.058,0.65,99.4877,-0.02,-0.02,0,0.09,0.09,-0.14,-0.14,4.01,0.04,3
154,Exit long,2024-10-29 10:00,TP_OR_SL,153.441,0.65,99.88875,-0.15,-0.15,0,0.13,0.13,-0.15,-0.15,3.86,0.04,3
154,Entry long,2024-10-29 07:00,BODY_EXTREME_LONG,153.675,0.65,99.88875,-0.15,-0.15,0,0.13,0.13,-0.15,-0.15,3.86,0.04,3
155,Exit long,2024-11-06 09:00,TIME_EXIT,154.288,0.64,98.7008,0.04,0.04,0,0.17,0.17,-0.1,-0.10,3.9,0.04,3
155,Entry long,2024-11-06 06:00,BODY_EXTREME_LONG,154.22,0.64,98.7008,0.04,0.04,0,0.17,0.17,-0.1,-0.10,3.9,0.04,3
156,Exit long,2024-11-12 11:00,TIME_EXIT,154.744,0.64,98.80512,0.23,0.23,0,0.25,0.25,-0.06,-0.06,4.13,0.04,3
156,Entry long,2024-11-12 08:00,BODY_EXTREME_LONG,154.383,0.64,98.80512,0.23,0.23,0,0.25,0.25,-0.06,-0.06,4.13,0.04,3
157,Exit long,2024-12-04 08:00,TP_OR_SL,150.859,0.66,99.77484,-0.21,-0.21,0,0.04,0.04,-0.21,-0.21,3.93,0.04,1
157,Entry long,2024-12-04 07:00,BODY_EXTREME_LONG,151.174,0.66,99.77484,-0.21,-0.21,0,0.04,0.04,-0.21,-0.21,3.93,0.04,1
158,Exit long,2024-12-05 10:00,TIME_EXIT,150.252,0.66,99.26664,-0.1,-0.10,0,0.19,0.19,-0.15,-0.15,3.83,0.04,3
158,Entry long,2024-12-05 07:00,BODY_EXTREME_LONG,150.404,0.66,99.26664,-0.1,-0.10,0,0.19,0.19,-0.15,-0.15,3.83,0.04,3
159,Exit long,2024-12-09 10:00,TP_OR_SL,151.222,0.66,99.50556,0.3,0.30,0,0.3,0.30,-0.04,-0.04,4.13,0.04,3
159,Entry long,2024-12-09 07:00,BODY_EXTREME_LONG,150.766,0.66,99.50556,0.3,0.30,0,0.3,0.30,-0.04,-0.04,4.13,0.04,3
160,Exit long,2024-12-10 12:00,TIME_EXIT,152.113,0.65,98.68755,0.19,0.19,0,0.23,0.24,-0.05,-0.05,4.31,0.04,3
160,Entry long,2024-12-10 09:00,BODY_EXTREME_LONG,151.827,0.65,98.68755,0.19,0.19,0,0.23,0.24,-0.05,-0.05,4.31,0.04,3
161,Exit long,2024-12-13 07:00,TP_OR_SL,153.379,0.65,99.8582,-0.16,-0.16,0,0.03,0.03,-0.16,-0.16,4.15,0.04,1
161,Entry long,2024-12-13 06:00,BODY_EXTREME_LONG,153.628,0.65,99.8582,-0.16,-0.16,0,0.03,0.03,-0.16,-0.16,4.15,0.04,1
162,Exit long,2024-12-16 10:00,TIME_EXIT,154.24,0.64,98.61248,0.1,0.10,0,0.25,0.26,-0.07,-0.07,4.25,0.04,3
162,Entry long,2024-12-16 07:00,BODY_EXTREME_LONG,154.082,0.64,98.61248,0.1,0.10,0,0.25,0.26,-0.07,-0.07,4.25,0.04,3
163,Exit long,2024-12-19 12:00,TIME_EXIT,157.694,0.63,99.02088,0.33,0.33,0,0.4,0.40,-0.01,-0.01,4.58,0.05,3
163,Entry long,2024-12-19 09:00,BODY_EXTREME_LONG,157.176,0.63,99.02088,0.33,0.33,0,0.4,0.40,-0.01,-0.01,4.58,0.05,3
164,Exit long,2024-12-23 10:00,TIME_EXIT,157.133,0.63,99.00009,-0.01,-0.01,0,0.08,0.08,-0.06,-0.06,4.57,0.05,3
164,Entry long,2024-12-23 07:00,BODY_EXTREME_LONG,157.143,0.63,99.00009,-0.01,-0.01,0,0.08,0.08,-0.06,-0.06,4.57,0.05,3
165,Exit long,2024-12-24 12:00,TIME_EXIT,157.308,0.63,99.0864,0.02,0.02,0,0.06,0.06,-0.06,-0.06,4.59,0.05,3
165,Entry long,2024-12-24 09:00,BODY_EXTREME_LONG,157.28,0.63,99.0864,0.02,0.02,0,0.06,0.06,-0.06,-0.06,4.59,0.05,3
166,Exit long,2024-12-26 09:00,TP_OR_SL,157.851,0.63,99.2817,0.16,0.17,0,0.16,0.17,-0.004,0.00,4.75,0.05,3
166,Entry long,2024-12-26 06:00,BODY_EXTREME_LONG,157.59,0.63,99.2817,0.16,0.17,0,0.16,0.17,-0.004,0.00,4.75,0.05,3
167,Exit long,2025-01-08 08:00,TP_OR_SL,158.291,0.63,99.86067,-0.14,-0.14,0,0.001,0.00,-0.14,-0.14,4.62,0.05,1
167,Entry long,2025-01-08 07:00,BODY_EXTREME_LONG,158.509,0.63,99.86067,-0.14,-0.14,0,0.001,0.00,-0.14,-0.14,4.62,0.05,1
